theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,power,temperature
2.356194490192345,1.1780972450961724,36.46945019723118,67.94441752552657,54.73423072927052,87.11474550078592,2,10,32.7C
