theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time
2.5132741228718345,1.5707963267948966,38.28289265785407,72.42065302031808,43.106795012337514,75.30958909543034,10
