data_dir,C,DB_H,DB_V,SB,N,repetition,theta_estimate,delta_phi_estimate
2025-05-31--16h-47m-34s,8.5,3.0,14.0,14.0,39.5,,1.853008521803353,0.6619248061172318
2025-05-31--16h-47m-34s,6.0,13.0,11.0,10.0,40.0,,1.5207754699891267,0.659058035826409
2025-05-31--16h-47m-34s,7.0,17.0,8.0,7.0,39.0,,1.3379281485368142,0.7853981633974483
2025-05-31--16h-47m-34s,12.5,7.0,8.0,12.0,39.5,,1.5961154875875192,0.7956029534845354
2025-05-31--16h-47m-34s,13.5,10.0,7.0,10.0,40.5,,1.4966543445611338,0.860144341740262
2025-05-31--16h-47m-34s,9.5,8.0,12.0,9.5,39.0,,1.6735411046604913,0.7853981633974483
2025-05-31--16h-47m-34s,12.5,10.0,11.0,6.5,40.0,,1.5957989316942578,0.9460424580298534
2025-05-31--16h-47m-34s,11.5,9.0,12.0,7.5,40.0,,1.6458668178716132,0.8914548186370628
2025-05-31--16h-47m-34s,8.5,6.0,15.0,10.0,39.5,,1.8006634062622868,0.7448130710537973
2025-05-31--16h-47m-34s,11.5,14.0,6.0,8.0,39.5,,1.3668538714317635,0.8756307335954561
2025-05-31--16h-47m-34s,10.5,12.0,8.0,10.0,40.5,,1.4718696160220452,0.797594494786276
2025-05-31--16h-47m-34s,9.0,8.0,12.0,10.5,39.5,,1.672236029408577,0.7468985930690365
2025-05-31--16h-47m-34s,9.0,12.0,12.0,7.0,40.0,,1.5707963267948966,0.848062078981481
2025-05-31--16h-47m-34s,11.0,11.0,11.0,6.5,39.5,,1.5707963267948966,0.9154303997546448
2025-05-31--16h-47m-34s,9.5,13.0,6.0,11.5,40.0,,1.3948905586311804,0.7377068338933436
2025-05-31--16h-47m-34s,12.0,11.0,9.0,7.5,39.5,,1.5201417558761694,0.9018322525264895
2025-05-31--16h-47m-34s,9.5,9.0,9.0,11.5,39.0,,1.5707963267948966,0.7377068338933436
2025-05-31--16h-47m-34s,7.0,13.0,8.0,12.0,40.0,,1.445468495626831,0.6522511548383569
2025-05-31--16h-47m-34s,10.5,13.0,8.0,7.5,39.0,,1.4422373667534711,0.8691222030072929
2025-05-31--16h-47m-34s,9.5,9.0,14.0,7.5,40.0,,1.696124157962962,0.8443582394100729
2025-05-31--16h-47m-34s,11.0,11.0,7.0,11.5,40.5,,1.4718696160220452,0.7742861375883148
2025-05-31--16h-47m-34s,11.5,11.0,12.0,6.0,40.5,,1.5954901944100486,0.945250237728822
2025-05-31--16h-47m-34s,9.5,8.0,14.0,8.0,39.5,,1.7232853429069952,0.8283079586503962
2025-05-31--16h-47m-34s,14.5,8.0,8.0,8.5,39.0,,1.5707963267948966,0.917359587462342
2025-05-31--16h-47m-34s,14.5,7.0,9.0,9.5,40.0,,1.6208171836006666,0.8903334595288172
2025-05-31--16h-47m-34s,15.5,11.0,10.0,4.5,41.0,,1.5464036640172414,1.07658028233182
2025-05-31--16h-47m-34s,9.5,5.0,16.0,8.5,39.0,,1.8567278560161748,0.8131902500379071
2025-05-31--16h-47m-34s,12.0,11.0,10.0,7.0,40.0,,1.5457937218955355,0.9185451719565397
2025-05-31--16h-47m-34s,14.0,9.0,11.0,7.0,41.0,,1.619596181165559,0.9553166181245093
2025-05-31--16h-47m-34s,7.0,19.0,4.0,9.0,39.0,,1.176005207095135,0.7227342478134157
2025-05-31--16h-47m-34s,6.5,13.0,10.0,10.0,39.5,,1.4947737529849583,0.6785256342915735
2025-05-31--16h-47m-34s,10.0,10.0,7.0,12.0,39.0,,1.493797186138073,0.7398807743787408
