detector_a_name,detector_b_name,estimation_label,repetition,coincidences,timestamp
9,12,DB_H,0,0,2025-05-23--16h-57m-12s-868261
9,11,SB,0,0,2025-05-23--16h-57m-12s-868261
9,10,SB,0,1,2025-05-23--16h-57m-12s-868261
11,12,SB,0,0,2025-05-23--16h-57m-12s-868261
10,12,SB,0,0,2025-05-23--16h-57m-12s-868261
10,11,DB_V,0,0,2025-05-23--16h-57m-12s-868261
1,9,C,0,0,2025-05-23--16h-57m-12s-868261
1,12,C,0,0,2025-05-23--16h-57m-12s-868261
1,11,C,0,0,2025-05-23--16h-57m-12s-868261
1,10,C,0,0,2025-05-23--16h-57m-12s-868261
1,4,DB_H,0,0,2025-05-23--16h-57m-12s-868261
1,7,SB,0,0,2025-05-23--16h-57m-12s-868261
1,2,SB,0,0,2025-05-23--16h-57m-12s-868261
4,9,C,0,0,2025-05-23--16h-57m-12s-868261
4,12,C,0,0,2025-05-23--16h-57m-12s-868261
4,11,C,0,0,2025-05-23--16h-57m-12s-868261
4,10,C,0,0,2025-05-23--16h-57m-12s-868261
4,7,SB,0,0,2025-05-23--16h-57m-12s-868261
7,9,C,0,0,2025-05-23--16h-57m-12s-868261
7,12,C,0,0,2025-05-23--16h-57m-12s-868261
7,11,C,0,0,2025-05-23--16h-57m-12s-868261
7,10,C,0,0,2025-05-23--16h-57m-12s-868261
2,9,C,0,0,2025-05-23--16h-57m-12s-868261
2,12,C,0,0,2025-05-23--16h-57m-12s-868261
2,11,C,0,0,2025-05-23--16h-57m-12s-868261
2,10,C,0,0,2025-05-23--16h-57m-12s-868261
2,4,SB,0,0,2025-05-23--16h-57m-12s-868261
2,7,DB_V,0,0,2025-05-23--16h-57m-12s-868261
9,12,DB_H,1,0,2025-05-23--16h-57m-12s-894260
9,11,SB,1,0,2025-05-23--16h-57m-12s-894260
9,10,SB,1,0,2025-05-23--16h-57m-12s-894260
11,12,SB,1,0,2025-05-23--16h-57m-12s-894260
10,12,SB,1,0,2025-05-23--16h-57m-12s-894260
10,11,DB_V,1,1,2025-05-23--16h-57m-12s-894260
1,9,C,1,0,2025-05-23--16h-57m-12s-894260
1,12,C,1,0,2025-05-23--16h-57m-12s-894260
1,11,C,1,0,2025-05-23--16h-57m-12s-894260
1,10,C,1,0,2025-05-23--16h-57m-12s-894260
1,4,DB_H,1,0,2025-05-23--16h-57m-12s-894260
1,7,SB,1,0,2025-05-23--16h-57m-12s-894260
1,2,SB,1,0,2025-05-23--16h-57m-12s-894260
4,9,C,1,0,2025-05-23--16h-57m-12s-894260
4,12,C,1,0,2025-05-23--16h-57m-12s-894260
4,11,C,1,0,2025-05-23--16h-57m-12s-894260
4,10,C,1,0,2025-05-23--16h-57m-12s-894260
4,7,SB,1,1,2025-05-23--16h-57m-12s-894260
7,9,C,1,0,2025-05-23--16h-57m-12s-894260
