,Measurement Basis,TT,TR,RT,RR
0,H,6377,144299,12032,125290
1,D,95288,54358,104155,56068
2,R,94609,56151,127350,38445
3,V,141016,6793,166252,5989
4,A,51907,98155,77838,76440
5,L,54118,97005,58182,92476
