Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,6377,144299,12032,125290,18409,269589
1,D,95288,54358,104155,56068,199443,110426
2,R,94609,56151,127350,38445,221959,94596
3,V,141016,6793,166252,5989,307268,12782
4,A,51907,98155,77838,76440,129745,174595
5,L,54118,97005,58182,92476,112300,189481
