,Measurement Basis,TT,TR,RT,RR
0,H,65448,11284,76467,9393
1,D,61063,17052,62490,19479
2,R,45965,35333,63633,19170
3,V,9593,75225,14438,53508
4,A,13855,71415,22713,48809
5,L,29245,53264,20987,50319
