,Measurement Basis,TT,TR,RT,RR
0,H,5929,73638,6130,60868
1,D,30192,44324,32416,42718
2,R,52579,18813,65510,19276
3,V,62308,6741,84081,6118
4,A,38577,35483,61376,22886
5,L,16433,60822,28846,44999
