data_dir,C',HH,SB,VV,N,theta_estimate,delta_phi_estimate,clipped_delta_phi_estimate
2025-07-03--16h-16m-56s,0.0,31.0,8.0,1.0,40.0,0.7227342478134156,,0.0
2025-07-03--16h-16m-56s,0.0,36.0,3.0,1.0,40.0,0.5053605102841573,,0.0
2025-07-03--16h-16m-56s,0.0,33.0,7.0,0.0,40.0,0.6005941268660511,,0.0
2025-07-03--16h-16m-56s,0.0,36.0,2.0,2.0,40.0,0.5548110329800715,,0.0
2025-07-03--16h-16m-56s,1.0,29.0,10.0,0.0,40.0,0.759761932507315,0.2819012538574933,0.2819012538574933
2025-07-03--16h-16m-56s,0.0,26.0,13.0,1.0,40.0,0.8956647938578649,,0.0
2025-07-03--16h-16m-56s,0.0,29.0,10.0,1.0,40.0,0.7953988301841436,,0.0
2025-07-03--16h-16m-56s,0.0,28.0,10.0,2.0,40.0,0.863211890069541,,0.0
2025-07-03--16h-16m-56s,0.0,30.0,9.0,1.0,40.0,0.759761932507315,,0.0
2025-07-03--16h-16m-56s,0.0,28.0,11.0,1.0,40.0,0.8298316245918765,,0.0
2025-07-03--16h-16m-56s,0.0,31.0,9.0,0.0,40.0,0.6840812317953292,,0.0
2025-07-03--16h-16m-56s,0.0,24.0,14.0,2.0,40.0,0.9884320889261531,,0.0
2025-07-03--16h-16m-56s,0.0,28.0,9.0,3.0,40.0,0.8956647938578649,,0.0
2025-07-03--16h-16m-56s,1.0,32.0,7.0,0.0,40.0,0.6435011087932843,0.3422040516914228,0.3422040516914228
2025-07-03--16h-16m-56s,1.0,32.0,7.0,0.0,40.0,0.6435011087932843,0.3422040516914228,0.3422040516914228
2025-07-03--16h-16m-56s,1.0,31.0,7.0,1.0,40.0,0.7227342478134156,0.3422040516914228,0.3422040516914228
2025-07-03--16h-16m-56s,0.0,24.0,16.0,0.0,40.0,0.9272952180016122,,0.0
2025-07-03--16h-16m-56s,0.0,35.0,5.0,0.0,40.0,0.5053605102841573,,0.0
2025-07-03--16h-16m-56s,1.0,28.0,11.0,0.0,40.0,0.7953988301841436,0.26689830611784693,0.26689830611784693
2025-07-03--16h-16m-56s,0.0,24.0,13.0,3.0,40.0,1.0180812136981134,,0.0
2025-07-03--16h-16m-56s,0.0,29.0,11.0,0.0,40.0,0.759761932507315,,0.0
2025-07-03--16h-16m-56s,1.0,29.0,8.0,2.0,40.0,0.8298316245918765,0.3188313086384554,0.3188313086384554
2025-07-03--16h-16m-56s,1.0,28.0,10.0,1.0,40.0,0.8298316245918765,0.2819012538574933,0.2819012538574933
2025-07-03--16h-16m-56s,0.0,30.0,10.0,0.0,40.0,0.7227342478134156,,0.0
2025-07-03--16h-16m-56s,0.0,30.0,7.0,3.0,40.0,0.8298316245918765,,0.0
2025-07-03--16h-16m-56s,0.0,27.0,13.0,0.0,40.0,0.8298316245918765,,0.0
2025-07-03--16h-16m-56s,0.0,34.0,6.0,0.0,40.0,0.5548110329800715,,0.0
2025-07-03--16h-16m-56s,0.0,27.0,12.0,1.0,40.0,0.863211890069541,,0.0
2025-07-03--16h-16m-56s,0.0,33.0,6.0,1.0,40.0,0.6435011087932843,,0.0
2025-07-03--16h-16m-56s,0.0,30.0,8.0,2.0,40.0,0.7953988301841436,,0.0
2025-07-03--16h-16m-56s,0.0,28.0,11.0,1.0,40.0,0.8298316245918765,,0.0
2025-07-03--16h-16m-56s,0.0,28.0,11.0,1.0,40.0,0.8298316245918765,,0.0
2025-07-03--16h-16m-56s,0.0,35.0,4.0,1.0,40.0,0.5548110329800715,,0.0
2025-07-03--16h-16m-56s,0.0,33.0,6.0,1.0,40.0,0.6435011087932843,,0.0
2025-07-03--16h-16m-56s,0.0,24.0,13.0,3.0,40.0,1.0180812136981134,,0.0
2025-07-03--16h-16m-56s,1.0,32.0,6.0,1.0,40.0,0.6840812317953292,0.37042254200429753,0.37042254200429753
2025-07-03--16h-16m-56s,0.0,34.0,5.0,1.0,40.0,0.6005941268660511,,0.0
2025-07-03--16h-16m-56s,0.0,34.0,6.0,0.0,40.0,0.5548110329800715,,0.0
2025-07-03--16h-16m-56s,0.0,31.0,9.0,0.0,40.0,0.6840812317953292,,0.0
2025-07-03--16h-16m-56s,0.0,32.0,8.0,0.0,40.0,0.6435011087932843,,0.0
2025-07-03--16h-16m-56s,0.0,24.0,14.0,2.0,40.0,0.9884320889261531,,0.0
2025-07-03--16h-16m-56s,0.0,28.0,11.0,1.0,40.0,0.8298316245918765,,0.0
2025-07-03--16h-16m-56s,0.0,31.0,7.0,2.0,40.0,0.759761932507315,,0.0
2025-07-03--16h-16m-56s,0.0,30.0,10.0,0.0,40.0,0.7227342478134156,,0.0
2025-07-03--16h-16m-56s,2.0,28.0,9.0,1.0,40.0,0.8298316245918765,0.42671627799704637,0.42671627799704637
