angle,singles,coincidences
0.0,6584.0,1325
10.0,13781.0,2746
20.0,18831.0,3996
30.0,20115.0,4369
40.0,17390.0,3655
50.0,11419.0,2281
60.0,4628.0,921
70.0,478.0,71
80.0,1291.0,198
146.6266912626145,6868.0,1362
147.6266912626145,6244.0,1208
148.6266912626145,5633.0,1102
149.6266912626145,5103.0,1006
150.6266912626145,4468.0,803
151.6266912626145,3804.0,704
152.6266912626145,3258.0,597
153.6266912626145,2732.0,502
154.6266912626145,2256.0,408
155.6266912626145,1867.0,328
156.6266912626145,1464.0,238
157.6266912626145,1111.0,190
158.6266912626145,867.0,136
159.6266912626145,620.0,91
160.6266912626145,385.0,43
161.6266912626145,285.0,28
162.6266912626145,222.0,3
163.6266912626145,166.0,0
164.6266912626145,211.0,5
165.6266912626145,282.0,29
