angle,singles,coincidences
0.0,19539,4048
9.0,20058,4182
18.0,19364,4075
27.0,17142,3482
36.0,14125,2807
45.0,12045,2382
54.0,11359,2247
63.0,12309,2452
72.0,14709,2967
81.0,17516,3602
90.0,19468,4190
99.0,20331,4360
108.0,19035,3949
117.0,16770,3330
