Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,3712,72774,4313,60040,8025,132814
1,D,40470,30592,46526,30912,86996,61504
2,R,46336,23424,65195,17855,111531,41279
3,V,62760,4473,84182,3722,146942,8195
4,A,26076,47114,44383,33234,70459,80348
5,L,20743,53327,27047,45383,47790,98710
