Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,79027,12760,79966,9774,158993,22534
1,D,73164,18084,75876,12568,149040,30652
2,R,32489,57520,44338,36290,76827,93810
3,V,12645,76089,16166,55530,28811,131619
4,A,18129,71106,13278,59210,31407,130316
5,L,58635,31670,43371,36047,102006,67717
