,Measurement Basis,TT,TR,RT,RR
0,H,79027,12760,79966,9774
1,D,73164,18084,75876,12568
2,R,32489,57520,44338,36290
3,V,12645,76089,16166,55530
4,A,18129,71106,13278,59210
5,L,58635,31670,43371,36047
