data_dir,C,DB_H,DB_V,SB,N,theta_estimate,delta_phi_estimate
2025-05-23--18h-07m-42s,0.5,23.0,2.0,14.5,40.0,1.0180812136981134,0.18360401027891857
2025-05-23--18h-07m-42s,0.0,25.0,4.0,11.0,40.0,1.0180812136981134,0.0
2025-05-23--18h-07m-42s,0.5,26.0,1.0,12.5,40.0,0.8956647938578649,0.19739555984988078
2025-05-23--18h-07m-42s,0.0,20.0,4.0,16.0,40.0,1.1592794807274087,0.0
2025-05-23--18h-07m-42s,0.5,25.0,2.0,12.5,40.0,0.9581921787462742,0.19739555984988078
2025-05-23--18h-07m-42s,1.0,23.0,6.0,10.0,40.0,1.131834441185136,0.30627736916966947
2025-05-23--18h-07m-42s,1.5,19.0,4.0,15.5,40.0,1.1863995522992576,0.30159570280483483
2025-05-23--18h-07m-42s,0.5,19.0,4.0,16.5,40.0,1.1863995522992576,0.17235058989932303
2025-05-23--18h-07m-42s,0.0,22.0,2.0,16.0,40.0,1.0471975511965976,0.0
2025-05-23--18h-07m-42s,0.0,21.0,4.0,15.0,40.0,1.131834441185136,0.0
2025-05-23--18h-07m-42s,0.0,21.0,6.0,13.0,40.0,1.1863995522992576,0.0
2025-05-23--18h-07m-42s,0.5,23.0,4.0,12.5,40.0,1.0758322950780022,0.19739555984988078
2025-05-23--18h-07m-42s,1.0,26.0,3.0,10.0,40.0,0.9581921787462742,0.30627736916966947
2025-05-23--18h-07m-42s,2.0,24.0,4.0,10.0,40.0,1.0471975511965976,0.4205343352839651
2025-05-23--18h-07m-42s,1.0,21.0,4.0,14.0,40.0,1.131834441185136,0.2611574109030243
2025-05-23--18h-07m-42s,1.5,16.0,3.0,19.5,40.0,1.2397845987056022,0.2705497629785729
2025-05-23--18h-07m-42s,0.5,26.0,2.0,11.5,40.0,0.9272952180016122,0.20556893116117386
2025-05-23--18h-07m-42s,0.5,23.0,3.0,13.5,40.0,1.0471975511965976,0.19012560334646678
2025-05-23--18h-07m-42s,1.0,23.0,3.0,13.0,40.0,1.0471975511965976,0.2705497629785729
2025-05-23--18h-07m-42s,0.0,21.0,4.0,15.0,40.0,1.131834441185136,0.0
2025-05-23--18h-07m-42s,0.0,15.0,11.0,14.0,40.0,1.4706289056333368,0.0
2025-05-23--18h-07m-42s,1.0,19.0,4.0,16.0,40.0,1.1863995522992576,0.24497866312686414
2025-05-23--18h-07m-42s,0.5,20.0,2.0,17.5,40.0,1.1040309877476002,0.16744807921968932
2025-05-23--18h-07m-42s,0.5,20.0,4.0,15.5,40.0,1.1592794807274087,0.17771060084511175
2025-05-23--18h-07m-42s,0.0,22.0,6.0,12.0,40.0,1.1592794807274087,0.0
2025-05-23--18h-07m-42s,0.0,23.0,4.0,13.0,40.0,1.0758322950780022,0.0
2025-05-23--18h-07m-42s,0.0,15.0,6.0,19.0,40.0,1.3438532906163767,0.0
2025-05-23--18h-07m-42s,0.0,20.0,7.0,13.0,40.0,1.2397845987056022,0.0
2025-05-23--18h-07m-42s,1.0,23.0,2.0,14.0,40.0,1.0180812136981134,0.2611574109030243
