Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,81526,17679,112536,16706,194062,34385
1,D,57450,47693,53014,63537,110464,111230
2,R,81745,18756,108262,20300,190007,39056
3,V,15025,97735,20068,86860,35093,184595
4,A,38823,69283,76345,44991,115168,114274
5,L,14791,97435,20262,89576,35053,187011
