,Measurement Basis,TT,TR,RT,RR
0,H,41022,38794,40079,33119
1,D,43584,36008,27399,43975
2,R,79029,1201,81573,3501
3,V,38095,42864,43942,30831
4,A,35206,45728,57929,21204
5,L,834,79703,3906,61036
