,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,RT,TR,RR,read_time
0,6.27,0,491,0,109646,0,0,0,0,0,6361,0,111215,0,0,0,0,23273,1180,54,0,1
1,6.67,0,490,0,109911,0,0,0,0,0,6391,0,111492,0,0,0,0,23235,1166,59,2,1
2,7.07,0,456,0,109798,0,0,0,0,0,6444,0,111464,0,0,0,0,23133,1160,52,2,1
3,7.47,0,471,0,110037,0,0,0,0,0,6406,0,111736,0,0,0,0,23263,1181,42,0,1
4,7.87,0,503,0,110220,0,0,0,0,0,6381,0,111534,0,0,0,0,23272,1159,66,5,1
5,8.27,0,474,0,109626,0,0,0,0,0,6496,0,111092,0,0,0,0,23098,1208,52,3,1
6,8.67,0,463,0,109800,0,0,0,0,0,6428,0,111508,0,0,0,0,23255,1185,49,1,1
7,9.07,0,468,0,109307,0,0,0,0,0,6522,0,110949,0,0,0,0,23115,1223,53,3,1
8,9.47,0,539,0,108875,0,0,0,0,0,6393,0,111325,0,0,0,0,22118,1051,56,1,1
9,9.87,0,485,0,103697,0,0,0,0,0,6384,0,105722,0,0,0,0,12381,607,30,4,1
10,9.97,0,479,0,101068,0,0,0,0,0,6397,0,103996,0,0,0,0,8651,441,22,1,1
11,10.07,0,474,0,100888,0,0,0,0,0,6414,0,101919,0,0,0,0,4856,264,13,0,1
12,10.17,0,474,0,99123,0,0,0,0,0,6312,0,100296,0,0,0,0,2051,94,7,0,1
13,10.27,0,504,0,98813,0,0,0,0,0,6455,0,99610,0,0,0,0,819,25,3,0,1
14,10.37,0,507,0,98224,0,0,0,0,0,6441,0,100246,0,0,0,0,1260,36,5,0,1
15,10.47,0,485,0,100191,0,0,0,0,0,6459,0,101111,0,0,0,0,3416,159,13,0,1
16,10.57,0,508,0,100974,0,0,0,0,0,6554,0,102246,0,0,0,0,6687,309,18,0,1
17,10.67,0,492,0,102653,0,0,0,0,0,6425,0,104542,0,0,0,0,10518,457,31,2,1
18,10.77,0,484,0,105128,0,0,0,0,0,6338,0,106569,0,0,0,0,14068,709,34,1,1
19,11.07,0,473,0,107964,0,0,0,0,0,6417,0,110307,0,0,0,0,21017,1087,52,0,1
20,11.47,0,471,0,109435,0,0,0,0,0,6474,0,110546,0,0,0,0,22757,1201,49,2,1
21,11.87,0,490,0,109187,0,0,0,0,0,6353,0,110715,0,0,0,0,23097,1154,49,6,1
22,12.27,0,504,0,108335,0,0,0,0,0,6571,0,110426,0,0,0,0,22718,1181,58,5,1
23,12.67,0,439,0,109301,0,0,0,0,0,6379,0,111457,0,0,0,0,22821,1144,44,1,1
24,13.07,0,511,0,108802,0,0,0,0,0,6359,0,110635,0,0,0,0,22789,1195,53,3,1
25,13.47,0,502,0,107928,0,0,0,0,0,6407,0,110389,0,0,0,0,22551,1093,71,3,1
26,13.87,0,494,0,108207,0,0,0,0,0,6411,0,109862,0,0,0,0,22748,1197,56,3,1
27,14.27,0,469,0,107926,0,0,0,0,0,6412,0,110219,0,0,0,0,22547,1138,56,4,1
