theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,repetitions
2.66236665558457,0,39.93947252563503,76.63165010121669,-43.752361598948625,-79.0331099966284,0.0001,5000
