data_dir,C,SB,DB_V,DB_H,N
2025-07-07--12h-19m-57s,9.0,50.0,30.0,31.0,120.0
2025-07-07--12h-19m-57s,15.0,49.0,28.0,28.0,120.0
2025-07-07--12h-19m-57s,9.0,58.0,27.0,26.0,120.0
2025-07-07--12h-19m-57s,8.0,57.0,28.0,27.0,120.0
2025-07-07--12h-19m-57s,13.0,62.0,24.0,21.0,120.0
2025-07-07--12h-19m-57s,18.0,44.0,27.0,31.0,120.0
2025-07-07--12h-19m-57s,15.0,51.0,31.0,23.0,120.0
2025-07-07--12h-19m-57s,10.0,55.0,27.0,28.0,120.0
2025-07-07--12h-19m-57s,13.0,46.0,28.0,33.0,120.0
2025-07-07--12h-19m-57s,9.0,50.0,28.0,33.0,120.0
2025-07-07--12h-19m-57s,8.0,47.0,30.0,35.0,120.0
2025-07-07--12h-19m-57s,12.0,59.0,20.0,29.0,120.0
2025-07-07--12h-19m-57s,13.0,56.0,20.0,31.0,120.0
2025-07-07--12h-19m-57s,9.0,54.0,29.0,28.0,120.0
2025-07-07--12h-19m-57s,14.0,48.0,31.0,27.0,120.0
2025-07-07--12h-19m-57s,11.0,50.0,33.0,26.0,120.0
2025-07-07--12h-19m-57s,19.0,46.0,22.0,33.0,120.0
2025-07-07--12h-19m-57s,6.0,50.0,23.0,41.0,120.0
2025-07-07--12h-19m-57s,7.0,45.0,34.0,34.0,120.0
2025-07-07--12h-19m-57s,10.0,61.0,21.0,28.0,120.0
2025-07-07--12h-19m-57s,10.0,47.0,27.0,36.0,120.0
2025-07-07--12h-19m-57s,15.0,56.0,20.0,29.0,120.0
2025-07-07--12h-19m-57s,10.0,50.0,25.0,35.0,120.0
2025-07-07--12h-19m-57s,12.0,53.0,31.0,24.0,120.0
2025-07-07--12h-19m-57s,11.0,57.0,31.0,21.0,120.0
2025-07-07--12h-19m-57s,16.0,44.0,31.0,29.0,120.0
2025-07-07--12h-19m-57s,6.0,52.0,31.0,31.0,120.0
2025-07-07--12h-19m-57s,8.0,58.0,28.0,26.0,120.0
2025-07-07--12h-19m-57s,11.0,60.0,25.0,24.0,120.0
2025-07-07--12h-19m-57s,11.0,56.0,26.0,27.0,120.0
2025-07-07--12h-19m-57s,11.0,46.0,28.0,35.0,120.0
2025-07-07--12h-19m-57s,11.0,51.0,35.0,23.0,120.0
2025-07-07--12h-19m-57s,8.0,51.0,27.0,34.0,120.0
2025-07-07--12h-19m-57s,15.0,38.0,23.0,44.0,120.0
2025-07-07--12h-19m-57s,12.0,48.0,29.0,31.0,120.0
2025-07-07--12h-19m-57s,7.0,57.0,28.0,28.0,120.0
2025-07-07--12h-19m-57s,10.0,48.0,32.0,30.0,120.0
2025-07-07--12h-19m-57s,5.0,56.0,20.0,39.0,120.0
2025-07-07--12h-19m-57s,12.0,52.0,24.0,32.0,120.0
2025-07-07--12h-19m-57s,8.0,60.0,23.0,29.0,120.0
2025-07-07--12h-19m-57s,8.0,64.0,20.0,28.0,120.0
2025-07-07--12h-19m-57s,10.0,53.0,28.0,29.0,120.0
2025-07-07--12h-19m-57s,11.0,57.0,25.0,27.0,120.0
2025-07-07--12h-19m-57s,13.0,57.0,27.0,23.0,120.0
2025-07-07--12h-19m-57s,12.0,48.0,33.0,27.0,120.0
2025-07-07--12h-19m-57s,12.0,60.0,25.0,23.0,120.0
2025-07-07--12h-19m-57s,13.0,46.0,27.0,34.0,120.0
2025-07-07--12h-19m-57s,10.0,53.0,24.0,33.0,120.0
2025-07-07--12h-19m-57s,12.0,49.0,27.0,32.0,120.0
2025-07-07--12h-19m-57s,13.0,49.0,23.0,35.0,120.0
2025-07-07--12h-19m-57s,16.0,51.0,26.0,27.0,120.0
2025-07-07--12h-19m-57s,3.0,58.0,25.0,34.0,120.0
2025-07-07--12h-19m-57s,15.0,50.0,31.0,24.0,120.0
2025-07-07--12h-19m-57s,13.0,46.0,26.0,35.0,120.0
2025-07-07--12h-19m-57s,10.0,50.0,31.0,29.0,120.0
2025-07-07--12h-19m-57s,15.0,49.0,25.0,31.0,120.0
