Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,130614,447,129205,1192,259819,1639
1,D,65542,67746,60956,53216,126498,120962
2,R,65184,66372,60314,53784,125498,120156
3,V,302,131935,751,96537,1053,228472
4,A,66186,66282,64642,50552,130828,116834
5,L,65128,67574,63640,51851,128768,119425
