Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,590,147945,995,123841,1585,271786
1,D,73079,76034,88142,62477,161221,138511
2,R,76458,73013,91760,59856,168218,132869
3,V,148157,1018,168007,1502,316164,2520
4,A,75506,74235,86429,63829,161935,138064
5,L,72592,76333,85940,64076,158532,140409
