Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,63951,12301,71661,11562,135612,23863
1,D,29493,52733,19516,50686,49009,103419
2,R,60563,15972,62978,19104,123541,35076
3,V,10329,74967,13648,54618,23977,129585
4,A,45344,35696,66072,17059,111416,52755
5,L,13290,73864,21774,50652,35064,124516
