data_dir,C,DB_H,DB_V,SB,N
2025-05-23--18h-09m-34s,2.5,55.0,15.0,47.5,120.0
2025-05-23--18h-09m-34s,2.5,47.0,20.0,50.5,120.0
2025-05-23--18h-09m-34s,2.0,65.0,11.0,42.0,120.0
2025-05-23--18h-09m-34s,0.5,61.0,17.0,41.5,120.0
2025-05-23--18h-09m-34s,1.5,60.0,14.0,44.5,120.0
2025-05-23--18h-09m-34s,2.5,59.0,11.0,47.5,120.0
2025-05-23--18h-09m-34s,0.5,62.0,14.0,43.5,120.0
2025-05-23--18h-09m-34s,1.5,55.0,12.0,51.5,120.0
2025-05-23--18h-09m-34s,2.0,58.0,12.0,48.0,120.0
2025-05-23--18h-09m-34s,4.5,62.0,12.0,41.5,120.0
2025-05-23--18h-09m-34s,2.5,63.0,17.0,37.5,120.0
2025-05-23--18h-09m-34s,1.0,59.0,11.0,49.0,120.0
2025-05-23--18h-09m-34s,2.5,62.0,16.0,39.5,120.0
2025-05-23--18h-09m-34s,1.5,60.0,14.0,44.5,120.0
2025-05-23--18h-09m-34s,1.5,60.0,16.0,42.5,120.0
2025-05-23--18h-09m-34s,2.5,57.0,11.0,49.5,120.0
2025-05-23--18h-09m-34s,1.5,62.0,13.0,43.5,120.0
2025-05-23--18h-09m-34s,2.0,57.0,17.0,44.0,120.0
2025-05-23--18h-09m-34s,3.0,66.0,9.0,42.0,120.0
2025-05-23--18h-09m-34s,3.5,58.0,10.0,48.5,120.0
2025-05-23--18h-09m-34s,1.0,59.0,16.0,44.0,120.0
2025-05-23--18h-09m-34s,5.0,56.0,13.0,46.0,120.0
2025-05-23--18h-09m-34s,2.0,57.0,14.0,47.0,120.0
2025-05-23--18h-09m-34s,3.0,61.0,14.0,42.0,120.0
2025-05-23--18h-09m-34s,1.5,64.0,11.0,43.5,120.0
2025-05-23--18h-09m-34s,1.5,61.0,11.0,46.5,120.0
2025-05-23--18h-09m-34s,2.5,55.0,10.0,52.5,120.0
2025-05-23--18h-09m-34s,2.5,59.0,14.0,44.5,120.0
2025-05-23--18h-09m-34s,0.0,62.0,11.0,47.0,120.0
2025-05-23--18h-09m-34s,1.5,58.0,8.0,52.5,120.0
2025-05-23--18h-09m-34s,2.0,63.0,12.0,43.0,120.0
2025-05-23--18h-09m-34s,1.5,69.0,6.0,43.5,120.0
2025-05-23--18h-09m-34s,0.5,60.0,17.0,42.5,120.0
2025-05-23--18h-09m-34s,2.0,61.0,16.0,41.0,120.0
2025-05-23--18h-09m-34s,1.5,62.0,11.0,45.5,120.0
2025-05-23--18h-09m-34s,1.0,62.0,16.0,41.0,120.0
2025-05-23--18h-09m-34s,2.0,65.0,12.0,41.0,120.0
2025-05-23--18h-09m-34s,1.5,60.0,12.0,46.5,120.0
2025-05-23--18h-09m-34s,0.5,65.0,13.0,41.5,120.0
2025-05-23--18h-09m-34s,1.5,59.0,11.0,48.5,120.0
2025-05-23--18h-09m-34s,2.0,64.0,13.0,41.0,120.0
2025-05-23--18h-09m-34s,3.0,58.0,21.0,38.0,120.0
2025-05-23--18h-09m-34s,0.5,58.0,12.0,49.5,120.0
2025-05-23--18h-09m-34s,1.5,71.0,8.0,39.5,120.0
2025-05-23--18h-09m-34s,2.5,48.0,14.0,55.5,120.0
2025-05-23--18h-09m-34s,3.5,55.0,18.0,43.5,120.0
2025-05-23--18h-09m-34s,1.5,60.0,6.0,52.5,120.0
2025-05-23--18h-09m-34s,1.0,52.0,17.0,50.0,120.0
2025-05-23--18h-09m-34s,1.0,51.0,22.0,46.0,120.0
2025-05-23--18h-09m-34s,1.5,54.0,17.0,47.5,120.0
2025-05-23--18h-09m-34s,3.0,58.0,18.0,41.0,120.0
2025-05-23--18h-09m-34s,3.0,54.0,12.0,51.0,120.0
2025-05-23--18h-09m-34s,3.0,61.0,13.0,43.0,120.0
2025-05-23--18h-09m-34s,1.0,61.0,15.0,43.0,120.0
2025-05-23--18h-09m-34s,1.5,69.0,6.0,43.5,120.0
2025-05-23--18h-09m-34s,2.0,57.0,10.0,51.0,120.0
2025-05-23--18h-09m-34s,2.5,48.0,13.0,56.5,120.0
2025-05-23--18h-09m-34s,0.0,57.0,11.0,52.0,120.0
2025-05-23--18h-09m-34s,2.5,59.0,8.0,50.5,120.0
