data_dir,C,DB_H,DB_V,SB,N
2025-05-27--13h-46m-33s,4.5,165.0,0.0,30.5,200.0
2025-05-27--13h-46m-33s,3.5,167.0,1.0,28.5,200.0
2025-05-27--13h-46m-33s,2.0,172.0,1.0,25.0,200.0
2025-05-27--13h-46m-33s,4.25,165.0,4.0,26.75,200.0
2025-05-27--13h-46m-33s,3.0,170.0,1.0,26.0,200.0
2025-05-27--13h-46m-33s,2.75,170.0,2.0,25.25,200.0
2025-05-27--13h-46m-33s,2.25,164.0,3.0,30.75,200.0
2025-05-27--13h-46m-33s,2.0,166.0,1.0,31.0,200.0
2025-05-27--13h-46m-33s,1.75,173.0,0.0,25.25,200.0
2025-05-27--13h-46m-33s,3.25,170.0,1.0,25.75,200.0
2025-05-27--13h-46m-33s,2.5,170.0,2.0,25.5,200.0
2025-05-27--13h-46m-33s,2.0,164.0,2.0,32.0,200.0
2025-05-27--13h-46m-33s,2.0,168.0,3.0,27.0,200.0
2025-05-27--13h-46m-33s,2.25,166.0,2.0,29.75,200.0
2025-05-27--13h-46m-33s,2.75,167.0,1.0,29.25,200.0
2025-05-27--13h-46m-33s,2.25,168.0,3.0,26.75,200.0
2025-05-27--13h-46m-33s,3.75,168.0,1.0,27.25,200.0
2025-05-27--13h-46m-33s,2.75,170.0,1.0,26.25,200.0
2025-05-27--13h-46m-33s,2.5,174.0,1.0,22.5,200.0
