data_dir,C,DB_H,DB_V,SB,N,theta_estimate,delta_phi_estimate
2025-05-23--18h-36m-55s,1.0,4.0,18.0,17.0,40.0,1.9340633550810982,0.2345277804372816
2025-05-23--18h-36m-55s,0.5,6.0,22.0,11.5,40.0,1.9889691195383277,0.20259184530918437
2025-05-23--18h-36m-55s,0.5,0.0,26.0,13.5,40.0,2.2914799599319062,0.18736105494478966
2025-05-23--18h-36m-55s,0.0,6.0,19.0,15.0,40.0,1.9070461286760123,0.0
2025-05-23--18h-36m-55s,0.5,3.0,22.0,14.5,40.0,2.0739987914963702,0.18093000192997485
2025-05-23--18h-36m-55s,0.5,1.0,24.0,14.5,40.0,2.1941438108588938,0.18093000192997485
2025-05-23--18h-36m-55s,0.0,1.0,22.0,17.0,40.0,2.13293256572479,0.0
2025-05-23--18h-36m-55s,0.0,4.0,21.0,15.0,40.0,2.01692025879791,0.0
2025-05-23--18h-36m-55s,1.5,5.0,21.0,12.5,40.0,1.9889691195383277,0.3288607044945678
2025-05-23--18h-36m-55s,1.0,3.0,20.0,16.0,40.0,2.01692025879791,0.2414722726357701
2025-05-23--18h-36m-55s,0.0,4.0,20.0,16.0,40.0,1.9889691195383277,0.0
2025-05-23--18h-36m-55s,0.5,5.0,19.0,15.5,40.0,1.9340633550810982,0.1751187949816745
2025-05-23--18h-36m-55s,1.0,3.0,23.0,13.0,40.0,2.1032097821222386,0.2667111521503259
2025-05-23--18h-36m-55s,0.5,3.0,24.0,12.5,40.0,2.13293256572479,0.1945306253576709
2025-05-23--18h-36m-55s,0.5,4.0,18.0,17.5,40.0,1.9340633550810982,0.16500025197837404
2025-05-23--18h-36m-55s,0.5,6.0,15.0,18.5,40.0,1.8012573642211054,0.1605571994952417
2025-05-23--18h-36m-55s,0.5,0.0,27.0,12.5,40.0,2.3257833085982966,0.1945306253576709
2025-05-23--18h-36m-55s,1.0,4.0,24.0,11.0,40.0,2.1032097821222386,0.28872253391069386
2025-05-23--18h-36m-55s,0.5,1.0,28.0,10.5,40.0,2.3257833085982966,0.2117463452419459
2025-05-23--18h-36m-55s,1.5,2.0,22.0,14.5,40.0,2.1032097821222386,0.3068383014885344
2025-05-23--18h-36m-55s,0.5,3.0,25.0,11.5,40.0,2.1632227953631693,0.20259184530918437
2025-05-23--18h-36m-55s,1.0,2.0,26.0,11.0,40.0,2.2257683496037757,0.28872253391069386
2025-05-23--18h-36m-55s,0.0,4.0,25.0,11.0,40.0,2.13293256572479,0.0
2025-05-23--18h-36m-55s,1.0,2.0,25.0,12.0,40.0,2.1941438108588938,0.277062865907599
2025-05-23--18h-36m-55s,0.0,3.0,23.0,14.0,40.0,2.1032097821222386,0.0
2025-05-23--18h-36m-55s,1.0,2.0,26.0,11.0,40.0,2.2257683496037757,0.28872253391069386
2025-05-23--18h-36m-55s,0.0,4.0,23.0,13.0,40.0,2.0739987914963702,0.0
2025-05-23--18h-36m-55s,1.0,1.0,23.0,15.0,40.0,2.1632227953631693,0.24907281986978974
2025-05-23--18h-36m-55s,1.0,1.0,27.0,11.0,40.0,2.2914799599319062,0.28872253391069386
2025-05-23--18h-36m-55s,0.5,1.0,25.0,13.5,40.0,2.2257683496037757,0.18736105494478966
2025-05-23--18h-36m-55s,0.0,0.0,23.0,17.0,40.0,2.1941438108588938,0.0
2025-05-23--18h-36m-55s,0.0,3.0,25.0,12.0,40.0,2.1632227953631693,0.0
2025-05-23--18h-36m-55s,0.0,5.0,23.0,12.0,40.0,2.0452502893273707,0.0
2025-05-23--18h-36m-55s,2.0,3.0,23.0,12.0,40.0,2.1032097821222386,0.38237550466972126
2025-05-23--18h-36m-55s,0.0,3.0,25.0,12.0,40.0,2.1632227953631693,0.0
2025-05-23--18h-36m-55s,0.5,2.0,26.0,11.5,40.0,2.2257683496037757,0.20259184530918437
2025-05-23--18h-36m-55s,1.0,4.0,24.0,11.0,40.0,2.1032097821222386,0.28872253391069386
2025-05-23--18h-36m-55s,0.0,3.0,25.0,12.0,40.0,2.1632227953631693,0.0
2025-05-23--18h-36m-55s,0.5,2.0,25.0,12.5,40.0,2.1941438108588938,0.1945306253576709
2025-05-23--18h-36m-55s,2.0,3.0,16.0,19.0,40.0,1.9070461286760123,0.30935108892340313
2025-05-23--18h-36m-55s,0.0,3.0,21.0,16.0,40.0,2.0452502893273707,0.0
2025-05-23--18h-36m-55s,0.5,1.0,24.0,14.5,40.0,2.1941438108588938,0.18093000192997485
2025-05-23--18h-36m-55s,0.5,2.0,25.0,12.5,40.0,2.1941438108588938,0.1945306253576709
