Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,141771,466,175104,920,316875,1386
1,D,72873,72744,86855,72365,159728,145109
2,R,71133,74765,84165,74836,155298,149601
3,V,289,146366,3895,133120,4184,279486
4,A,69216,75080,86910,71483,156126,146563
5,L,71376,73562,86783,71589,158159,145151
