,Measurement Basis,TT,TR,RT,RR
0,H,5772,145237,12050,124911
1,D,101655,48141,120524,42915
2,R,76728,74183,111782,49964
3,V,141436,6092,168456,4588
4,A,45809,104227,61663,90059
5,L,72330,78849,72851,80508
