,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,RT,TR,RR,read_time
0,6.27,0,284,0,108821,0,0,0,0,0,301,0,114009,0,0,0,0,23519,17,19,0,1
1,6.67,0,269,0,110507,0,0,0,0,0,295,0,114822,0,0,0,0,23709,22,16,0,1
2,7.07,0,251,0,109030,0,0,0,0,0,324,0,113672,0,0,0,0,23480,18,8,0,1
3,7.47,0,253,0,109611,0,0,0,0,0,308,0,114295,0,0,0,0,23610,18,15,0,1
4,7.87,0,284,0,109146,0,0,0,0,0,282,0,114623,0,0,0,0,23604,11,12,0,1
5,8.27,0,267,0,110033,0,0,0,0,0,293,0,114070,0,0,0,0,23724,21,14,0,1
6,8.67,0,246,0,108939,0,0,0,0,0,327,0,114479,0,0,0,0,23687,18,22,0,1
7,9.07,0,257,0,109929,0,0,0,0,0,270,0,115072,0,0,0,0,23921,21,11,0,1
8,9.47,0,271,0,108540,0,0,0,0,0,326,0,113536,0,0,0,0,22391,20,18,0,1
9,9.87,0,277,0,103287,0,0,0,0,0,302,0,107917,0,0,0,0,12665,6,11,0,1
10,9.97,0,259,0,101350,0,0,0,0,0,303,0,106060,0,0,0,0,8494,9,11,0,1
11,10.07,0,239,0,100214,0,0,0,0,0,331,0,104236,0,0,0,0,4860,6,6,0,1
12,10.17,0,271,0,98475,0,0,0,0,0,311,0,102956,0,0,0,0,1950,4,5,0,1
13,10.27,0,259,0,98415,0,0,0,0,0,312,0,102060,0,0,0,0,674,4,3,0,1
14,10.37,0,273,0,98947,0,0,0,0,0,274,0,102832,0,0,0,0,1207,1,7,0,1
15,10.47,0,277,0,99351,0,0,0,0,0,281,0,103277,0,0,0,0,3334,0,10,0,1
16,10.57,0,225,0,101186,0,0,0,0,0,287,0,105084,0,0,0,0,6848,7,3,0,1
17,10.67,0,260,0,103039,0,0,0,0,0,322,0,106805,0,0,0,0,10686,6,8,0,1
18,10.77,0,262,0,104858,0,0,0,0,0,292,0,109242,0,0,0,0,14407,11,6,0,1
19,11.07,0,243,0,108600,0,0,0,0,0,317,0,113309,0,0,0,0,21608,21,10,0,1
20,11.47,0,256,0,109557,0,0,0,0,0,302,0,114347,0,0,0,0,23493,17,10,0,1
21,11.87,0,276,0,108903,0,0,0,0,0,313,0,113828,0,0,0,0,23314,12,19,0,1
22,12.27,0,228,0,108661,0,0,0,0,0,303,0,113381,0,0,0,0,22835,17,15,0,1
23,12.67,0,252,0,108743,0,0,0,0,0,283,0,113544,0,0,0,0,23226,19,21,0,1
24,13.07,0,254,0,108433,0,0,0,0,0,300,0,113321,0,0,0,0,23177,12,14,0,1
25,13.47,0,259,0,108704,0,0,0,0,0,310,0,114372,0,0,0,0,23352,21,13,0,1
26,13.87,0,265,0,109303,0,0,0,0,0,313,0,113696,0,0,0,0,23115,12,21,0,1
27,14.27,0,232,0,108145,0,0,0,0,0,272,0,113509,0,0,0,0,22804,16,16,0,1
