detector_a_name,detector_b_name,detector_a_time_tag,detector_b_time_tag,timestamp,tomography_setting_t,tomography_setting_r,data_dir
1,9,2554338472491479552,2554338472491479552,2025-06-18--18h-40m-00s,H,H,2025-06-18--18h-39m-33s
9,12,2554338472497160704,2554338472497160704,2025-06-18--18h-40m-00s,H,H,2025-06-18--18h-39m-33s
1,4,2554338472498746880,2554338472498746880,2025-06-18--18h-40m-00s,H,H,2025-06-18--18h-39m-33s
7,9,2554338472499291136,2554338472499291136,2025-06-18--18h-40m-01s,H,H,2025-06-18--18h-39m-33s
4,10,2554338472520618496,2554338472520618496,2025-06-18--18h-40m-01s,H,H,2025-06-18--18h-39m-33s
4,12,2554338472522910208,2554338472522910208,2025-06-18--18h-40m-00s,H,H,2025-06-18--18h-39m-33s
1,4,2554338472525361664,2554338472525361664,2025-06-18--18h-40m-00s,H,H,2025-06-18--18h-39m-33s
1,4,2554338472526615552,2554338472526615552,2025-06-18--18h-40m-00s,H,H,2025-06-18--18h-39m-33s
4,9,2554338472527307264,2554338472527307264,2025-06-18--18h-40m-00s,H,H,2025-06-18--18h-39m-33s
1,9,2554338472543144448,2554338472543144448,2025-06-18--18h-40m-00s,H,H,2025-06-18--18h-39m-33s
1,9,2554338472544562176,2554338472544562176,2025-06-18--18h-40m-00s,H,H,2025-06-18--18h-39m-33s
4,10,2554338472547978752,2554338472547978752,2025-06-18--18h-40m-01s,H,H,2025-06-18--18h-39m-33s
7,12,2554338472554247680,2554338472554247680,2025-06-18--18h-40m-01s,H,H,2025-06-18--18h-39m-33s
4,9,2554338472554397696,2554338472554397696,2025-06-18--18h-40m-00s,H,H,2025-06-18--18h-39m-33s
4,9,2554338472560084992,2554338472560084992,2025-06-18--18h-40m-00s,H,H,2025-06-18--18h-39m-33s
1,11,2554338472577821696,2554338472577821696,2025-06-18--18h-40m-00s,H,H,2025-06-18--18h-39m-33s
1,4,2554338472588070400,2554338472588070400,2025-06-18--18h-40m-00s,H,H,2025-06-18--18h-39m-33s
1,4,2554338472588540928,2554338472588540928,2025-06-18--18h-40m-00s,H,H,2025-06-18--18h-39m-33s
1,4,2554338472592203776,2554338472592203776,2025-06-18--18h-40m-00s,H,H,2025-06-18--18h-39m-33s
4,12,2554338472596861440,2554338472596861440,2025-06-18--18h-40m-00s,H,H,2025-06-18--18h-39m-33s
9,12,2554338472610912256,2554338472610912256,2025-06-18--18h-40m-00s,H,H,2025-06-18--18h-39m-33s
4,9,2554338472611360768,2554338472611360768,2025-06-18--18h-40m-00s,H,H,2025-06-18--18h-39m-33s
