,Measurement Basis,TT,TR,RT,RR
0,H,4483,111363,7223,95390
1,D,67948,36424,87693,35360
2,R,55676,52476,88869,34563
3,V,93697,5145,125443,4560
4,A,30389,81252,46389,67965
5,L,43576,65865,47599,66875
