Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,36940,39545,40999,34132,77939,73677
1,D,34665,42773,22658,48978,57323,91751
2,R,70856,535,82091,5472,152947,6007
3,V,34043,43575,45525,32091,79568,75666
4,A,35616,40758,64654,17400,100270,58158
5,L,312,82048,6496,60516,6808,142564
