Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,564,77945,991,63264,1555,141209
1,D,34187,38870,47736,32199,81923,71069
2,R,34739,37891,49445,30821,84184,68712
3,V,66257,935,88111,1395,154368,2330
4,A,32589,39579,44883,33799,77472,73378
5,L,32547,40484,44001,33697,76548,74181
