,Measurement Basis,TT,TR,RT,RR
0,H,564,77945,991,63264
1,D,34187,38870,47736,32199
2,R,34739,37891,49445,30821
3,V,66257,935,88111,1395
4,A,32589,39579,44883,33799
5,L,32547,40484,44001,33697
