data_dir,C',SB,VV,HH,N
2025-06-18--18h-51m-43s,14.0,13.0,2.0,91.0,120.0
2025-06-18--18h-51m-43s,15.0,13.0,2.0,90.0,120.0
2025-06-18--18h-51m-43s,12.0,21.0,3.0,84.0,120.0
2025-06-18--18h-51m-43s,16.0,16.0,1.0,87.0,120.0
2025-06-18--18h-51m-43s,17.0,17.0,1.0,85.0,120.0
2025-06-18--18h-51m-43s,14.0,14.0,1.0,91.0,120.0
2025-06-18--18h-51m-43s,12.0,9.0,4.0,95.0,120.0
2025-06-18--18h-51m-43s,17.0,21.0,0.0,82.0,120.0
2025-06-18--18h-51m-43s,17.0,20.0,4.0,79.0,120.0
2025-06-18--18h-51m-43s,21.0,13.0,4.0,82.0,120.0
2025-06-18--18h-51m-43s,8.0,16.0,3.0,93.0,120.0
2025-06-18--18h-51m-43s,15.0,11.0,3.0,91.0,120.0
2025-06-18--18h-51m-43s,19.0,16.0,2.0,83.0,120.0
2025-06-18--18h-51m-43s,14.0,15.0,3.0,88.0,120.0
2025-06-18--18h-51m-43s,9.0,13.0,5.0,93.0,120.0
2025-06-18--18h-51m-43s,18.0,20.0,3.0,79.0,120.0
2025-06-18--18h-51m-43s,24.0,18.0,2.0,76.0,120.0
2025-06-18--18h-51m-43s,18.0,17.0,3.0,82.0,120.0
2025-06-18--18h-51m-43s,18.0,19.0,4.0,79.0,120.0
2025-06-18--18h-51m-43s,17.0,11.0,4.0,88.0,120.0
2025-06-18--18h-51m-43s,11.0,17.0,4.0,88.0,120.0
2025-06-18--18h-51m-43s,14.0,25.0,1.0,80.0,120.0
2025-06-18--18h-51m-43s,19.0,14.0,1.0,86.0,120.0
2025-06-18--18h-51m-43s,18.0,13.0,3.0,86.0,120.0
2025-06-18--18h-51m-43s,15.0,14.0,3.0,88.0,120.0
2025-06-18--18h-51m-43s,14.0,14.0,5.0,87.0,120.0
2025-06-18--18h-51m-43s,14.0,12.0,1.0,93.0,120.0
2025-06-18--18h-51m-43s,19.0,14.0,2.0,85.0,120.0
2025-06-18--18h-51m-43s,18.0,9.0,6.0,87.0,120.0
2025-06-18--18h-51m-43s,15.0,14.0,4.0,87.0,120.0
2025-06-18--18h-51m-43s,16.0,12.0,4.0,88.0,120.0
2025-06-18--18h-51m-43s,11.0,12.0,3.0,94.0,120.0
2025-06-18--18h-51m-43s,13.0,14.0,2.0,91.0,120.0
2025-06-18--18h-51m-43s,17.0,12.0,4.0,87.0,120.0
2025-06-18--18h-51m-43s,18.0,23.0,1.0,78.0,120.0
2025-06-18--18h-51m-43s,20.0,15.0,1.0,84.0,120.0
2025-06-18--18h-51m-43s,13.0,13.0,1.0,93.0,120.0
2025-06-18--18h-51m-43s,20.0,18.0,1.0,81.0,120.0
2025-06-18--18h-51m-43s,14.0,17.0,2.0,87.0,120.0
2025-06-18--18h-51m-43s,12.0,16.0,2.0,90.0,120.0
2025-06-18--18h-51m-43s,17.0,13.0,2.0,88.0,120.0
2025-06-18--18h-51m-43s,14.0,15.0,3.0,88.0,120.0
2025-06-18--18h-51m-43s,16.0,13.0,4.0,87.0,120.0
