Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,32881,32008,32580,32607,65461,64615
1,D,25794,38436,11717,54256,37511,92692
2,R,65568,1322,57057,8211,122625,9533
3,V,33866,31147,30697,34851,64563,65998
4,A,40303,24838,53085,11858,93388,36696
5,L,1152,62137,8299,58193,9451,120330
