Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,329,77142,624,63338,953,140480
1,D,34266,38585,47515,31762,81781,70347
2,R,35205,37407,50937,29722,86142,67129
3,V,67774,477,90602,1137,158376,1614
4,A,33668,39988,45664,33043,79332,73031
5,L,32687,40704,44533,33640,77220,74344
