detector_a_name,detector_b_name,tomography_setting_t,tomography_setting_r,repetition,coincidences,timestamp
9,12,H,H,0,0,2025-05-30--16h-31m-49s-492314
9,11,H,H,0,0,2025-05-30--16h-31m-49s-492314
9,10,H,H,0,0,2025-05-30--16h-31m-49s-492314
11,12,H,H,0,0,2025-05-30--16h-31m-49s-492314
10,12,H,H,0,0,2025-05-30--16h-31m-49s-492314
10,11,H,H,0,0,2025-05-30--16h-31m-49s-492314
1,9,H,H,0,0,2025-05-30--16h-31m-49s-492314
1,12,H,H,0,0,2025-05-30--16h-31m-49s-492314
1,11,H,H,0,0,2025-05-30--16h-31m-49s-492314
1,10,H,H,0,0,2025-05-30--16h-31m-49s-492314
1,4,H,H,0,0,2025-05-30--16h-31m-49s-492314
1,7,H,H,0,0,2025-05-30--16h-31m-49s-492314
1,2,H,H,0,0,2025-05-30--16h-31m-49s-492314
4,9,H,H,0,0,2025-05-30--16h-31m-49s-492314
4,12,H,H,0,0,2025-05-30--16h-31m-49s-492314
4,11,H,H,0,0,2025-05-30--16h-31m-49s-492314
4,10,H,H,0,0,2025-05-30--16h-31m-49s-492314
4,7,H,H,0,0,2025-05-30--16h-31m-49s-492314
7,9,H,H,0,0,2025-05-30--16h-31m-49s-492314
7,12,H,H,0,0,2025-05-30--16h-31m-49s-492314
7,11,H,H,0,0,2025-05-30--16h-31m-49s-492314
7,10,H,H,0,0,2025-05-30--16h-31m-49s-492314
2,9,H,H,0,0,2025-05-30--16h-31m-49s-492314
2,12,H,H,0,0,2025-05-30--16h-31m-49s-492314
2,11,H,H,0,0,2025-05-30--16h-31m-49s-492314
2,10,H,H,0,0,2025-05-30--16h-31m-49s-492314
2,4,H,H,0,0,2025-05-30--16h-31m-49s-492314
2,7,H,H,0,0,2025-05-30--16h-31m-49s-492314
9,12,H,H,1,1,2025-05-30--16h-31m-49s-507682
9,11,H,H,1,0,2025-05-30--16h-31m-49s-507682
9,10,H,H,1,0,2025-05-30--16h-31m-49s-507682
11,12,H,H,1,0,2025-05-30--16h-31m-49s-507682
10,12,H,H,1,0,2025-05-30--16h-31m-49s-507682
10,11,H,H,1,0,2025-05-30--16h-31m-49s-507682
1,9,H,H,1,0,2025-05-30--16h-31m-49s-507682
1,12,H,H,1,0,2025-05-30--16h-31m-49s-507682
1,11,H,H,1,0,2025-05-30--16h-31m-49s-507682
1,10,H,H,1,0,2025-05-30--16h-31m-49s-507682
1,4,H,H,1,0,2025-05-30--16h-31m-49s-507682
1,7,H,H,1,0,2025-05-30--16h-31m-49s-507682
1,2,H,H,1,0,2025-05-30--16h-31m-49s-507682
4,9,H,H,1,0,2025-05-30--16h-31m-49s-507682
4,12,H,H,1,0,2025-05-30--16h-31m-49s-507682
4,11,H,H,1,0,2025-05-30--16h-31m-49s-507682
4,10,H,H,1,0,2025-05-30--16h-31m-49s-507682
4,7,H,H,1,0,2025-05-30--16h-31m-49s-507682
7,9,H,H,1,0,2025-05-30--16h-31m-49s-507682
7,12,H,H,1,0,2025-05-30--16h-31m-49s-507682
7,11,H,H,1,0,2025-05-30--16h-31m-49s-507682
7,10,H,H,1,0,2025-05-30--16h-31m-49s-507682
