Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,6308,74168,7356,61055,13664,135223
1,D,44527,29935,48860,32250,93387,62185
2,R,52963,21422,74316,15607,127279,37029
3,V,64505,7406,86413,5903,150918,13309
4,A,25438,52187,46018,35154,71456,87341
5,L,18288,60851,23580,52239,41868,113090
