data_dir,C,DB_H,DB_V,SB,N,repetition,theta_estimate,delta_phi_estimate
2025-06-03--17h-43m-20s,11.0,6.0,10.0,13.0,40.0,,1.6709637479564565,0.7436831200921408
2025-06-03--17h-43m-20s,12.0,9.0,11.0,8.0,40.0,,1.6208171836006666,0.8860771237926136
2025-06-03--17h-43m-20s,14.0,6.0,8.0,12.0,40.0,,1.6208171836006666,0.8238977337258602
2025-06-03--17h-43m-20s,9.0,13.0,8.0,10.0,40.0,,1.445468495626831,0.7590702092666634
2025-06-03--17h-43m-20s,12.0,5.0,15.0,8.0,40.0,,1.8234765819369754,0.8860771237926136
2025-06-03--17h-43m-20s,11.0,7.0,12.0,10.0,40.0,,1.696124157962962,0.80921669470965
2025-06-03--17h-43m-20s,7.0,13.0,13.0,7.0,40.0,,1.5707963267948966,0.7853981633974483
2025-06-03--17h-43m-20s,10.0,8.0,12.0,10.0,40.0,,1.6709637479564565,0.7853981633974483
2025-06-03--17h-43m-20s,10.0,9.0,6.0,15.0,40.0,,1.4957258357181802,0.684719203002283
2025-06-03--17h-43m-20s,8.0,10.0,7.0,15.0,40.0,,1.4957258357181802,0.6307713128336881
2025-06-03--17h-43m-20s,5.0,11.0,15.0,9.0,40.0,,1.6709637479564565,0.6405223126794246
2025-06-03--17h-43m-20s,5.0,13.0,12.0,10.0,40.0,,1.5457937218955355,0.6154797086703874
2025-06-03--17h-43m-20s,10.0,8.0,10.0,12.0,40.0,,1.6208171836006666,0.7398807743787408
2025-06-03--17h-43m-20s,10.0,8.0,10.0,12.0,40.0,,1.6208171836006666,0.7398807743787408
2025-06-03--17h-43m-20s,12.0,8.0,14.0,6.0,40.0,,1.7213645995715827,0.9553166181245093
2025-06-03--17h-43m-20s,18.0,10.0,8.0,4.0,40.0,,1.5207754699891267,1.1302856637901981
2025-06-03--17h-43m-20s,8.0,6.0,15.0,11.0,40.0,,1.7977393629734166,0.7061190230785984
2025-06-03--17h-43m-20s,7.0,3.0,13.0,17.0,40.0,,1.8234765819369754,0.5705104477451844
2025-06-03--17h-43m-20s,4.0,4.0,17.0,15.0,40.0,,1.9018080548841911,0.4766796115897702
2025-06-03--17h-43m-20s,11.0,10.0,11.0,8.0,40.0,,1.5957989316942578,0.8646773037162983
2025-06-03--17h-43m-20s,13.0,7.0,12.0,8.0,40.0,,1.696124157962962,0.9056002717820779
2025-06-03--17h-43m-20s,9.0,8.0,9.0,14.0,40.0,,1.5957989316942578,0.6758276338986822
2025-06-03--17h-43m-20s,16.0,7.0,7.0,10.0,40.0,,1.5707963267948966,0.9018322525264895
2025-06-03--17h-43m-20s,10.0,5.0,13.0,12.0,40.0,,1.7721542475852274,0.7398807743787408
2025-06-03--17h-43m-20s,7.0,12.0,10.0,11.0,40.0,,1.5207754699891267,0.6733516172467628
2025-06-03--17h-43m-20s,7.0,11.0,13.0,9.0,40.0,,1.6208171836006666,0.7227342478134157
2025-06-03--17h-43m-20s,9.0,4.0,13.0,14.0,40.0,,1.7977393629734166,0.6758276338986822
2025-06-03--17h-43m-20s,8.0,8.0,14.0,10.0,40.0,,1.7213645995715827,0.7297276562269663
2025-06-03--17h-43m-20s,8.0,10.0,13.0,9.0,40.0,,1.6458668178716132,0.7559694104239076
2025-06-03--17h-43m-20s,7.0,9.0,15.0,9.0,40.0,,1.7213645995715827,0.7227342478134157
2025-06-03--17h-43m-20s,11.0,7.0,3.0,19.0,40.0,,1.4706289056333368,0.6504317654807467
2025-06-03--17h-43m-20s,9.0,10.0,12.0,9.0,40.0,,1.6208171836006666,0.7853981633974483
2025-06-03--17h-43m-20s,16.0,6.0,11.0,7.0,40.0,,1.696124157962962,0.9864224299464498
2025-06-03--17h-43m-20s,13.0,12.0,11.0,4.0,40.0,,1.5457937218955355,1.0643516833813962
2025-06-03--17h-43m-20s,10.0,8.0,12.0,10.0,40.0,,1.6709637479564565,0.7853981633974483
2025-06-03--17h-43m-20s,10.0,6.0,13.0,11.0,40.0,,1.746702094958613,0.7615796320852468
2025-06-03--17h-43m-20s,9.0,12.0,9.0,10.0,40.0,,1.4957258357181802,0.7590702092666634
2025-06-03--17h-43m-20s,6.0,11.0,14.0,9.0,40.0,,1.6458668178716132,0.684719203002283
2025-06-03--17h-43m-20s,11.0,8.0,11.0,10.0,40.0,,1.6458668178716132,0.80921669470965
2025-06-03--17h-43m-20s,11.0,8.0,9.0,12.0,40.0,,1.5957989316942578,0.7636521780023904
2025-06-03--17h-43m-20s,11.0,9.0,13.0,7.0,40.0,,1.6709637479564565,0.8974447095481337
2025-06-03--17h-43m-20s,9.0,11.0,11.0,9.0,40.0,,1.5707963267948966,0.7853981633974483
2025-06-03--17h-43m-20s,15.0,9.0,7.0,9.0,40.0,,1.5207754699891267,0.9117382909684876
2025-06-03--17h-43m-20s,11.0,9.0,11.0,9.0,40.0,,1.6208171836006666,0.8354818739782283
2025-06-03--17h-43m-20s,8.0,5.0,11.0,16.0,40.0,,1.7213645995715827,0.6154797086703874
2025-06-03--17h-43m-20s,9.0,6.0,12.0,13.0,40.0,,1.7213645995715827,0.693980594900994
2025-06-03--17h-43m-20s,7.0,10.0,6.0,17.0,40.0,,1.4706289056333368,0.5705104477451844
2025-06-03--17h-43m-20s,10.0,5.0,9.0,16.0,40.0,,1.6709637479564565,0.6689640742684072
2025-06-03--17h-43m-20s,10.0,9.0,9.0,12.0,40.0,,1.5707963267948966,0.7398807743787408
2025-06-03--17h-43m-20s,12.0,10.0,9.0,9.0,40.0,,1.5457937218955355,0.857071947850131
2025-06-03--17h-43m-20s,8.0,10.0,8.0,14.0,40.0,,1.5207754699891267,0.6472848480156524
2025-06-03--17h-43m-20s,8.0,9.0,12.0,11.0,40.0,,1.6458668178716132,0.7061190230785984
2025-06-03--17h-43m-20s,14.0,7.0,8.0,11.0,40.0,,1.5957989316942578,0.8455431045948424
2025-06-03--17h-43m-20s,13.0,9.0,11.0,7.0,40.0,,1.6208171836006666,0.9377444904051471
2025-06-03--17h-43m-20s,7.0,4.0,20.0,9.0,40.0,,1.9823131728623846,0.7227342478134157
2025-06-03--17h-43m-20s,12.0,7.0,12.0,9.0,40.0,,1.696124157962962,0.857071947850131
2025-06-03--17h-43m-20s,8.0,10.0,7.0,15.0,40.0,,1.4957258357181802,0.6307713128336881
2025-06-03--17h-43m-20s,7.0,12.0,10.0,11.0,40.0,,1.5207754699891267,0.6733516172467628
2025-06-03--17h-43m-20s,14.0,10.0,10.0,6.0,40.0,,1.5707963267948966,0.9911565864311923
2025-06-03--17h-43m-20s,9.0,8.0,12.0,11.0,40.0,,1.6709637479564565,0.7353144528166684
2025-06-03--17h-43m-20s,11.0,6.0,12.0,11.0,40.0,,1.7213645995715827,0.7853981633974483
2025-06-03--17h-43m-20s,13.0,3.0,11.0,13.0,40.0,,1.7721542475852274,0.7853981633974483
2025-06-03--17h-43m-20s,9.0,9.0,9.0,13.0,40.0,,1.5707963267948966,0.693980594900994
2025-06-03--17h-43m-20s,13.0,9.0,5.0,13.0,40.0,,1.4706289056333368,0.7853981633974483
2025-06-03--17h-43m-20s,7.0,7.0,18.0,8.0,40.0,,1.8493860291865472,0.7520400891923357
2025-06-03--17h-43m-20s,10.0,9.0,10.0,11.0,40.0,,1.5957989316942578,0.7615796320852468
2025-06-03--17h-43m-20s,10.0,8.0,11.0,11.0,40.0,,1.6458668178716132,0.7615796320852468
2025-06-03--17h-43m-20s,5.0,12.0,12.0,11.0,40.0,,1.5707963267948966,0.5931997761496287
2025-06-03--17h-43m-20s,11.0,5.0,13.0,11.0,40.0,,1.7721542475852274,0.7853981633974483
2025-06-03--17h-43m-20s,12.0,11.0,9.0,8.0,40.0,,1.5207754699891267,0.8860771237926136
2025-06-03--17h-43m-20s,15.0,6.0,11.0,8.0,40.0,,1.696124157962962,0.9400250139612085
2025-06-03--17h-43m-20s,9.0,7.0,15.0,9.0,40.0,,1.7721542475852274,0.7853981633974483
2025-06-03--17h-43m-20s,8.0,8.0,9.0,15.0,40.0,,1.5957989316942578,0.6307713128336881
2025-06-03--17h-43m-20s,8.0,10.0,11.0,11.0,40.0,,1.5957989316942578,0.7061190230785984
2025-06-03--17h-43m-20s,9.0,6.0,16.0,9.0,40.0,,1.8234765819369754,0.7853981633974483
