data_dir,C',SB,VV,HH,N
2025-07-03--16h-16m-56s,1.0,52.0,5.0,142.0,200.0
2025-07-03--16h-16m-56s,1.0,50.0,6.0,143.0,200.0
2025-07-03--16h-16m-56s,3.0,46.0,1.0,150.0,200.0
2025-07-03--16h-16m-56s,2.0,52.0,6.0,140.0,200.0
2025-07-03--16h-16m-56s,0.0,44.0,5.0,151.0,200.0
2025-07-03--16h-16m-56s,0.0,40.0,6.0,154.0,200.0
2025-07-03--16h-16m-56s,1.0,39.0,5.0,155.0,200.0
2025-07-03--16h-16m-56s,0.0,50.0,5.0,145.0,200.0
2025-07-03--16h-16m-56s,3.0,35.0,3.0,159.0,200.0
2025-07-03--16h-16m-56s,1.0,55.0,6.0,138.0,200.0
2025-07-03--16h-16m-56s,0.0,43.0,7.0,150.0,200.0
2025-07-03--16h-16m-56s,2.0,46.0,1.0,151.0,200.0
2025-07-03--16h-16m-56s,1.0,45.0,3.0,151.0,200.0
2025-07-03--16h-16m-56s,3.0,43.0,5.0,149.0,200.0
2025-07-03--16h-16m-56s,0.0,41.0,7.0,152.0,200.0
2025-07-03--16h-16m-56s,0.0,49.0,3.0,148.0,200.0
2025-07-03--16h-16m-56s,1.0,44.0,3.0,152.0,200.0
2025-07-03--16h-16m-56s,1.0,49.0,2.0,148.0,200.0
2025-07-03--16h-16m-56s,3.0,35.0,7.0,155.0,200.0
2025-07-03--16h-16m-56s,0.0,43.0,3.0,154.0,200.0
2025-07-03--16h-16m-56s,2.0,49.0,2.0,147.0,200.0
2025-07-03--16h-16m-56s,2.0,42.0,6.0,150.0,200.0
2025-07-03--16h-16m-56s,3.0,42.0,7.0,148.0,200.0
2025-07-03--16h-16m-56s,2.0,42.0,3.0,153.0,200.0
2025-07-03--16h-16m-56s,3.0,49.0,1.0,147.0,200.0
2025-07-03--16h-16m-56s,1.0,41.0,4.0,154.0,200.0
2025-07-03--16h-16m-56s,3.0,49.0,5.0,143.0,200.0
2025-07-03--16h-16m-56s,1.0,27.0,3.0,169.0,200.0
2025-07-03--16h-16m-56s,1.0,40.0,11.0,148.0,200.0
2025-07-03--16h-16m-56s,1.0,45.0,1.0,153.0,200.0
2025-07-03--16h-16m-56s,1.0,46.0,5.0,148.0,200.0
2025-07-03--16h-16m-56s,0.0,31.0,6.0,163.0,200.0
2025-07-03--16h-16m-56s,1.0,44.0,8.0,147.0,200.0
2025-07-03--16h-16m-56s,0.0,44.0,7.0,149.0,200.0
2025-07-03--16h-16m-56s,2.0,47.0,4.0,147.0,200.0
2025-07-03--16h-16m-56s,1.0,41.0,4.0,154.0,200.0
2025-07-03--16h-16m-56s,1.0,41.0,7.0,151.0,200.0
