theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time
1.1780972450961724,0.7853981633974483,19.990878037864487,33.432251232182566,-2.75969685697775,-28.380167975100093,5
