,Measurement Basis,TT,TR,RT,RR
0,H,26114,87051,33948,75842
1,D,11800,103750,10219,95882
2,R,71709,34857,69712,51188
3,V,75085,31547,96046,30311
4,A,88928,14421,125519,6872
5,L,29457,84473,68621,52092
