Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,26114,87051,33948,75842,60062,162893
1,D,11800,103750,10219,95882,22019,199632
2,R,71709,34857,69712,51188,141421,86045
3,V,75085,31547,96046,30311,171131,61858
4,A,88928,14421,125519,6872,214447,21293
5,L,29457,84473,68621,52092,98078,136565
