Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,40700,39010,47087,33307,87787,72317
1,D,53707,24190,44856,35557,98563,59747
2,R,69521,5441,89552,1376,159073,6817
3,V,33089,47979,44883,35056,77972,83035
4,A,20027,62562,45782,33856,65809,96418
5,L,4454,81229,531,67801,4985,149030
