,Measurement Basis,TT,TR,RT,RR
0,H,18818,59915,20285,50421
1,D,8165,72123,8561,59789
2,R,49761,23350,47589,32026
3,V,51190,22260,66301,18061
4,A,60065,9695,80809,5733
5,L,20073,58088,44620,33647
