data_dir,C,DB_H,DB_V,SB,N,theta_estimate,delta_phi_estimate,theta_estimate_degrees,delta_phi_estimate_degrees
2025-05-23--18h-00m-17s,1.0,28.0,1.0,10.0,40.0,0.8158093449914965,0.30199125879106337,46.742432355344896,17.30282457857095
2025-05-23--18h-00m-17s,0.5,28.0,3.0,8.5,40.0,0.8834118874085803,0.2345277804372816,50.615772720197924,13.437451997627068
2025-05-23--18h-00m-17s,0.0,26.0,1.0,13.0,40.0,0.8834118874085803,0.0,50.615772720197924,0.0
2025-05-23--18h-00m-17s,0.0,23.0,2.0,15.0,40.0,1.0086600878650032,0.0,57.791965997959466,0.0
2025-05-23--18h-00m-17s,1.5,25.0,3.0,10.5,40.0,0.9783698582266241,0.3564338525814142,56.05646367919827,20.422155428503196
2025-05-23--18h-00m-17s,0.0,28.0,1.0,11.0,40.0,0.8158093449914965,0.0,46.742432355344896,0.0
2025-05-23--18h-00m-17s,0.5,29.0,1.0,9.5,40.0,0.7803605868680022,0.2222659806251162,44.71136812588858,12.734902619155687
2025-05-23--18h-00m-17s,1.0,26.0,2.0,11.0,40.0,0.9158243039860178,0.28872253391069386,52.472867393904956,16.54258264340555
2025-05-23--18h-00m-17s,0.5,28.0,1.0,10.5,40.0,0.8158093449914965,0.2117463452419459,46.742432355344896,12.13217190968354
2025-05-23--18h-00m-17s,0.5,25.0,3.0,11.5,40.0,0.9783698582266241,0.20259184530918437,56.05646367919827,11.607657699983509
2025-05-23--18h-00m-17s,0.5,25.0,2.0,12.5,40.0,0.9474488427308994,0.1945306253576709,54.28481999303462,11.145783819035133
2025-05-23--18h-00m-17s,1.0,27.0,2.0,10.0,40.0,0.8834118874085803,0.30199125879106337,50.615772720197924,17.30282457857095
2025-05-23--18h-00m-17s,0.5,23.0,2.0,14.5,40.0,1.0086600878650032,0.18093000192997485,57.791965997959466,10.366525497881398
2025-05-23--18h-00m-17s,0.0,31.0,2.0,7.0,40.0,0.743593696754468,0.0,42.604780496561794,0.0
2025-05-23--18h-00m-17s,1.0,27.0,2.0,10.0,40.0,0.8834118874085803,0.30199125879106337,50.615772720197924,17.30282457857095
2025-05-23--18h-00m-17s,0.5,29.0,2.0,8.5,40.0,0.8158093449914965,0.2345277804372816,46.742432355344896,13.437451997627068
2025-05-23--18h-00m-17s,1.5,24.0,0.0,14.5,40.0,0.9158243039860178,0.3068383014885344,52.472867393904956,17.580539668255746
2025-05-23--18h-00m-17s,0.5,25.0,2.0,12.5,40.0,0.9474488427308994,0.1945306253576709,54.28481999303462,11.145783819035133
2025-05-23--18h-00m-17s,1.5,26.0,3.0,9.5,40.0,0.9474488427308994,0.3731082618073886,54.28481999303462,21.377528703025533
2025-05-23--18h-00m-17s,1.5,22.0,2.0,14.5,40.0,1.0383828714675545,0.3068383014885344,59.4949560537663,17.580539668255746
2025-05-23--18h-00m-17s,0.5,27.0,0.0,12.5,40.0,0.8158093449914965,0.1945306253576709,46.742432355344896,11.145783819035133
