,Measurement Basis,TT,TR,RT,RR
0,H,30077,78868,45152,66049
1,D,88325,11240,126503,3607
2,R,27571,83857,68018,51301
3,V,67652,35729,92550,31212
4,A,9346,104324,5006,100305
5,L,69653,32537,64571,52260
