Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,32577,32024,33708,31828,66285,63852
1,D,26311,37798,12643,53578,38954,91376
2,R,1105,61786,7594,57794,8699,119580
3,V,34169,31178,33363,32693,67532,63871
4,A,40512,25327,51854,12896,92366,38223
5,L,66432,1184,57955,7644,124387,8828
