Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,266,80147,621,64759,887,144906
1,D,35231,39186,48743,32476,83974,71662
2,R,35978,38514,51524,30540,87502,69054
3,V,68533,460,92125,1111,160658,1571
4,A,34114,40572,46665,33526,80779,74098
5,L,33336,41730,45114,34759,78450,76489
