data_dir,C,DB_H,DB_V,SB,N,theta_estimate,delta_phi_estimate,theta_estimate_degrees,delta_phi_estimate_degrees
2025-05-23--18h-25m-22s,1.0,4.0,19.0,16.0,40.0,1.9613610368256396,0.2414722726357701,112.37770951151238,13.835342091461985
2025-05-23--18h-25m-22s,0.5,10.0,14.0,15.5,40.0,1.6724943807255575,0.1751187949816745,95.8268692749207,10.03356786586669
2025-05-23--18h-25m-22s,0.0,3.0,16.0,21.0,40.0,1.9070461286760123,0.0,109.26569450989803,0.0
2025-05-23--18h-25m-22s,2.0,11.0,12.0,15.0,40.0,1.596179763204715,0.34530025960764427,91.4543637758213,19.784247540289673
2025-05-23--18h-25m-22s,0.5,8.0,14.0,17.5,40.0,1.7236754105760652,0.16500025197837404,98.75932627648788,9.453818056955944
2025-05-23--18h-25m-22s,0.5,6.0,15.0,18.5,40.0,1.8012573642211054,0.1605571994952417,103.20444478672827,9.19924990151734
2025-05-23--18h-25m-22s,0.0,7.0,14.0,19.0,40.0,1.7494094936123683,0.0,100.23378062410725,0.0
2025-05-23--18h-25m-22s,0.5,9.0,16.0,14.5,40.0,1.7494094936123683,0.18093000192997485,100.23378062410725,10.366525497881398
2025-05-23--18h-25m-22s,1.5,12.0,9.0,17.5,40.0,1.4945804282889525,0.2807909935801022,85.63315068381198,16.08813885742485
2025-05-23--18h-25m-22s,1.0,9.0,15.0,15.0,40.0,1.7236754105760652,0.24907281986978974,98.75932627648788,14.270821369961142
2025-05-23--18h-25m-22s,0.5,4.0,15.0,20.5,40.0,1.8537445165690392,0.1526515855116385,106.21173709492504,8.746291585797271
2025-05-23--18h-25m-22s,1.5,9.0,17.0,12.5,40.0,1.7752637289419442,0.3288607044945678,101.71511919102997,18.842330415237676
2025-05-23--18h-25m-22s,0.0,5.0,14.0,21.0,40.0,1.8012573642211054,0.0,103.20444478672827,0.0
2025-05-23--18h-25m-22s,1.5,8.0,12.0,18.5,40.0,1.6724943807255575,0.27347947429872654,95.8268692749207,15.6692196607735
2025-05-23--18h-25m-22s,0.0,9.0,13.0,18.0,40.0,1.6724943807255575,0.0,95.8268692749207,0.0
2025-05-23--18h-25m-22s,0.0,9.0,17.0,14.0,40.0,1.7752637289419442,0.0,101.71511919102997,0.0
2025-05-23--18h-25m-22s,0.5,5.0,10.0,24.5,40.0,1.6980429924657525,0.13981195308489874,97.29069690005227,8.010634837245767
2025-05-23--18h-25m-22s,1.0,7.0,12.0,20.0,40.0,1.6980429924657525,0.21681495800151976,97.29069690005227,12.42258202879328
2025-05-23--18h-25m-22s,0.0,11.0,13.0,16.0,40.0,1.6215795731084166,0.0,92.909665683738,0.0
2025-05-23--18h-25m-22s,1.0,6.0,14.0,19.0,40.0,1.7752637289419442,0.2222659806251162,101.71511919102997,12.734902619155687
2025-05-23--18h-25m-22s,1.5,7.0,14.0,17.5,40.0,1.7494094936123683,0.2807909935801022,100.23378062410725,16.08813885742485
2025-05-23--18h-25m-22s,1.0,10.0,16.0,13.0,40.0,1.7236754105760652,0.2667111521503259,98.75932627648788,15.281423367285226
2025-05-23--18h-25m-22s,0.5,7.0,15.0,17.5,40.0,1.7752637289419442,0.16500025197837404,101.71511919102997,9.453818056955944
2025-05-23--18h-25m-22s,0.5,9.0,14.0,16.5,40.0,1.6980429924657525,0.1698338530039141,97.29069690005227,9.730762995569496
2025-05-23--18h-25m-22s,1.0,10.0,13.0,16.0,40.0,1.6470122253008406,0.2414722726357701,94.36684931618802,13.835342091461985
2025-05-23--18h-25m-22s,2.0,8.0,13.0,17.0,40.0,1.6980429924657525,0.3258461372921336,97.29069690005227,18.66960843747964
2025-05-23--18h-25m-22s,0.0,2.0,17.0,21.0,40.0,1.9613610368256396,0.0,112.37770951151238,0.0
2025-05-23--18h-25m-22s,0.0,6.0,16.0,18.0,40.0,1.8274105528289257,0.0,104.70291211476601,0.0
2025-05-23--18h-25m-22s,0.0,4.0,12.0,24.0,40.0,1.7752637289419442,0.0,101.71511919102997,0.0
2025-05-23--18h-25m-22s,0.0,9.0,14.0,17.0,40.0,1.6980429924657525,0.0,97.29069690005227,0.0
2025-05-23--18h-25m-22s,0.5,9.0,15.0,15.5,40.0,1.7236754105760652,0.1751187949816745,98.75932627648788,10.03356786586669
2025-05-23--18h-25m-22s,0.5,9.0,18.0,12.5,40.0,1.8012573642211054,0.1945306253576709,103.20444478672827,11.145783819035133
2025-05-23--18h-25m-22s,1.5,8.0,14.0,16.5,40.0,1.7236754105760652,0.28872253391069386,98.75932627648788,16.54258264340555
