theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time
0.7853981633974483,1.5079644737231006,13.52503267170461,22.05558247447343,16.348126027097845,17.295452634172083,5
