,Measurement Basis,TT,TR,RT,RR
0,H,279,75327,607,62042
1,D,34154,38175,46555,31111
2,R,34656,36718,49199,29004
3,V,65478,460,87910,1163
4,A,32602,39094,44465,32592
5,L,32093,40175,43546,33142
