,Measurement Basis,TT,TR,RT,RR
0,H,48832,58165,70859,48200
1,D,90483,8150,131282,1200
2,R,24984,86697,65729,54038
3,V,49033,58427,68946,50385
4,A,6756,108403,596,105092
5,L,72600,29920,65922,52227
