Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,122212,22023,144047,21199,266259,43222
1,D,38287,110015,27083,115423,65370,225438
2,R,109655,37878,99446,58533,209101,96411
3,V,20807,127757,21184,116787,41991,244544
4,A,104040,40495,136939,25653,240979,66148
5,L,35155,112303,64735,84607,99890,196910
