,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,8.0,0,0,0,423328,0,0,0,0,0,0,0,437975,0,0,0,0,101329,2
1,8.4,0,0,0,423316,0,0,0,0,0,0,0,437882,0,0,0,0,101649,2
2,8.8,0,0,0,424582,0,0,0,0,0,0,0,439141,0,0,0,0,102535,2
3,9.2,0,0,0,420816,0,0,0,0,0,0,0,436200,0,0,0,0,95690,2
4,9.5,0,0,0,408417,0,0,0,0,0,0,0,419317,0,0,0,0,66334,2
5,9.6,0,0,0,399901,0,0,0,0,0,0,0,413097,0,0,0,0,49804,2
6,9.7,0,0,0,391474,0,0,0,0,0,0,0,402737,0,0,0,0,33222,2
7,9.8,0,0,0,383274,0,0,0,0,0,0,0,394907,0,0,0,0,17376,2
8,9.9,0,0,0,377848,0,0,0,0,0,0,0,389810,0,0,0,0,6889,2
9,10.0,0,0,0,376373,0,0,0,0,0,0,0,385903,0,0,0,0,3071,2
10,10.1,0,0,0,378373,0,0,0,0,0,0,0,388042,0,0,0,0,7010,2
11,10.2,0,0,0,383621,0,0,0,0,0,0,0,393347,0,0,0,0,17049,2
12,10.3,0,0,0,391445,0,0,0,0,0,0,0,400796,0,0,0,0,32562,2
13,10.4,0,0,0,400630,0,0,0,0,0,0,0,409831,0,0,0,0,49455,2
14,10.5,0,0,0,407055,0,0,0,0,0,0,0,418231,0,0,0,0,65624,2
15,10.8,0,0,0,423512,0,0,0,0,0,0,0,433519,0,0,0,0,95070,2
16,11.2,0,0,0,426116,0,0,0,0,0,0,0,437015,0,0,0,0,101888,2
17,11.6,0,0,0,427574,0,0,0,0,0,0,0,436292,0,0,0,0,101961,2
18,12.0,0,0,0,426047,0,0,0,0,0,0,0,436125,0,0,0,0,101440,2
