,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,8.0,0,0,0,254026,0,0,0,0,0,0,0,268005,0,0,0,0,30481,2
1,8.1,0,0,0,252621,0,0,0,0,0,0,0,270755,0,0,0,0,30143,2
2,8.2,0,0,0,252156,0,0,0,0,0,0,0,269606,0,0,0,0,30294,2
3,8.3,0,0,0,254623,0,0,0,0,0,0,0,267820,0,0,0,0,30097,2
4,8.4,0,0,0,254952,0,0,0,0,0,0,0,268605,0,0,0,0,29891,2
5,8.5,0,0,0,251133,0,0,0,0,0,0,0,270157,0,0,0,0,29422,2
6,8.6,0,0,0,252777,0,0,0,0,0,0,0,270129,0,0,0,0,28855,2
7,8.7,0,0,0,253979,0,0,0,0,0,0,0,268163,0,0,0,0,28612,2
8,8.8,0,0,0,254121,0,0,0,0,0,0,0,268296,0,0,0,0,27216,2
9,8.9,0,0,0,254183,0,0,0,0,0,0,0,267440,0,0,0,0,26278,2
10,9.0,0,0,0,251070,0,0,0,0,0,0,0,268623,0,0,0,0,24814,2
11,9.1,0,0,0,250319,0,0,0,0,0,0,0,266672,0,0,0,0,22878,2
12,9.2,0,0,0,250535,0,0,0,0,0,0,0,264752,0,0,0,0,20473,2
13,9.3,0,0,0,248924,0,0,0,0,0,0,0,261666,0,0,0,0,17555,2
14,9.4,0,0,0,246188,0,0,0,0,0,0,0,261871,0,0,0,0,14614,2
15,9.5,0,0,0,245964,0,0,0,0,0,0,0,259860,0,0,0,0,11382,2
16,9.6,0,0,0,245100,0,0,0,0,0,0,0,258840,0,0,0,0,8471,2
17,9.7,0,0,0,244030,0,0,0,0,0,0,0,257363,0,0,0,0,5732,2
18,9.8,0,0,0,242502,0,0,0,0,0,0,0,256001,0,0,0,0,3506,2
19,9.9,0,0,0,241749,0,0,0,0,0,0,0,255141,0,0,0,0,2021,2
20,10.0,0,0,0,242289,0,0,0,0,0,0,0,255791,0,0,0,0,1278,2
21,10.1,0,0,0,241420,0,0,0,0,0,0,0,254454,0,0,0,0,1741,2
22,10.2,0,0,0,241646,0,0,0,0,0,0,0,255053,0,0,0,0,2915,2
23,10.3,0,0,0,243055,0,0,0,0,0,0,0,256743,0,0,0,0,4902,2
24,10.4,0,0,0,245041,0,0,0,0,0,0,0,259015,0,0,0,0,7615,2
25,10.5,0,0,0,246588,0,0,0,0,0,0,0,259365,0,0,0,0,10137,2
26,10.6,0,0,0,247666,0,0,0,0,0,0,0,261227,0,0,0,0,13254,2
27,10.7,0,0,0,248105,0,0,0,0,0,0,0,261773,0,0,0,0,16211,2
28,10.8,0,0,0,249973,0,0,0,0,0,0,0,263512,0,0,0,0,18747,2
29,10.9,0,0,0,251410,0,0,0,0,0,0,0,266256,0,0,0,0,21656,2
30,11.0,0,0,0,252960,0,0,0,0,0,0,0,266676,0,0,0,0,23656,2
31,11.1,0,0,0,253587,0,0,0,0,0,0,0,265705,0,0,0,0,25266,2
32,11.2,0,0,0,254028,0,0,0,0,0,0,0,267051,0,0,0,0,26746,2
33,11.3,0,0,0,254902,0,0,0,0,0,0,0,268506,0,0,0,0,27733,2
34,11.4,0,0,0,255914,0,0,0,0,0,0,0,267423,0,0,0,0,28785,2
35,11.5,0,0,0,255629,0,0,0,0,0,0,0,269030,0,0,0,0,29389,2
36,11.6,0,0,0,254701,0,0,0,0,0,0,0,269300,0,0,0,0,29617,2
37,11.7,0,0,0,255610,0,0,0,0,0,0,0,268168,0,0,0,0,29902,2
38,11.8,0,0,0,255961,0,0,0,0,0,0,0,269231,0,0,0,0,30210,2
39,11.9,0,0,0,255909,0,0,0,0,0,0,0,269069,0,0,0,0,30563,2
