,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,6.0,0,0,0,235063,0,0,0,0,0,0,0,254915,0,0,0,0,30639,2
1,6.2,0,0,0,235262,0,0,0,0,0,0,0,254616,0,0,0,0,30227,2
2,6.4,0,0,0,235966,0,0,0,0,0,0,0,254504,0,0,0,0,30384,2
3,6.6,0,0,0,235168,0,0,0,0,0,0,0,254157,0,0,0,0,30338,2
4,6.8,0,0,0,235387,0,0,0,0,0,0,0,254548,0,0,0,0,30403,2
5,7.0,0,0,0,236693,0,0,0,0,0,0,0,253137,0,0,0,0,30172,2
6,7.2,0,0,0,235997,0,0,0,0,0,0,0,254293,0,0,0,0,30571,2
7,7.4,0,0,0,237224,0,0,0,0,0,0,0,253285,0,0,0,0,30569,2
8,7.6,0,0,0,235709,0,0,0,0,0,0,0,254743,0,0,0,0,30511,2
9,7.8,0,0,0,237331,0,0,0,0,0,0,0,255067,0,0,0,0,30490,2
10,8.0,0,0,0,238597,0,0,0,0,0,0,0,253723,0,0,0,0,30396,2
11,8.2,0,0,0,238266,0,0,0,0,0,0,0,251567,0,0,0,0,30175,2
12,8.4,0,0,0,237618,0,0,0,0,0,0,0,251831,0,0,0,0,29610,2
13,8.6,0,0,0,235203,0,0,0,0,0,0,0,255287,0,0,0,0,28444,2
14,8.8,0,0,0,237458,0,0,0,0,0,0,0,251026,0,0,0,0,27365,2
15,9.0,0,0,0,233845,0,0,0,0,0,0,0,251445,0,0,0,0,24291,2
16,9.2,0,0,0,232890,0,0,0,0,0,0,0,248435,0,0,0,0,20117,2
17,9.4,0,0,0,231006,0,0,0,0,0,0,0,244403,0,0,0,0,14602,2
18,9.5,0,0,0,228128,0,0,0,0,0,0,0,244336,0,0,0,0,11409,2
19,9.6,0,0,0,228468,0,0,0,0,0,0,0,240865,0,0,0,0,8491,2
20,9.7,0,0,0,227457,0,0,0,0,0,0,0,240738,0,0,0,0,5747,2
21,9.8,0,0,0,224971,0,0,0,0,0,0,0,239143,0,0,0,0,3383,2
22,9.9,0,0,0,224834,0,0,0,0,0,0,0,237964,0,0,0,0,1925,2
23,10.0,0,0,0,224244,0,0,0,0,0,0,0,237711,0,0,0,0,1365,2
24,10.1,0,0,0,223844,0,0,0,0,0,0,0,237136,0,0,0,0,1506,2
25,10.2,0,0,0,225263,0,0,0,0,0,0,0,238537,0,0,0,0,2794,2
26,10.3,0,0,0,226016,0,0,0,0,0,0,0,240336,0,0,0,0,4809,2
27,10.4,0,0,0,227733,0,0,0,0,0,0,0,241211,0,0,0,0,7337,2
28,10.6,0,0,0,231821,0,0,0,0,0,0,0,243984,0,0,0,0,13324,2
29,10.8,0,0,0,233260,0,0,0,0,0,0,0,246215,0,0,0,0,18855,2
30,11.0,0,0,0,235399,0,0,0,0,0,0,0,248772,0,0,0,0,23145,2
31,11.2,0,0,0,236922,0,0,0,0,0,0,0,251773,0,0,0,0,26373,2
32,11.4,0,0,0,239128,0,0,0,0,0,0,0,252235,0,0,0,0,28163,2
33,11.6,0,0,0,238689,0,0,0,0,0,0,0,252550,0,0,0,0,29341,2
34,11.8,0,0,0,238924,0,0,0,0,0,0,0,252094,0,0,0,0,29972,2
35,12.0,0,0,0,239722,0,0,0,0,0,0,0,252169,0,0,0,0,30263,2
36,12.2,0,0,0,239433,0,0,0,0,0,0,0,251886,0,0,0,0,30140,2
37,12.4,0,0,0,239219,0,0,0,0,0,0,0,252800,0,0,0,0,30549,2
38,12.6,0,0,0,239635,0,0,0,0,0,0,0,251864,0,0,0,0,30342,2
39,12.8,0,0,0,240343,0,0,0,0,0,0,0,252492,0,0,0,0,31072,2
40,13.0,0,0,0,239130,0,0,0,0,0,0,0,251627,0,0,0,0,30588,2
41,13.2,0,0,0,239952,0,0,0,0,0,0,0,252314,0,0,0,0,30551,2
42,13.4,0,0,0,239817,0,0,0,0,0,0,0,251762,0,0,0,0,30539,2
43,13.6,0,0,0,240938,0,0,0,0,0,0,0,252313,0,0,0,0,30737,2
44,13.8,0,0,0,240600,0,0,0,0,0,0,0,251979,0,0,0,0,30589,2
