,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,6.0,0,0,0,432067,0,0,0,0,0,0,0,457031,0,0,0,0,104537,2
1,6.2,0,0,0,433471,0,0,0,0,0,0,0,457802,0,0,0,0,104897,2
2,6.4,0,0,0,433749,0,0,0,0,0,0,0,456239,0,0,0,0,104906,2
3,6.6,0,0,0,433362,0,0,0,0,0,0,0,456866,0,0,0,0,104707,2
4,6.8,0,0,0,434066,0,0,0,0,0,0,0,455943,0,0,0,0,105220,2
5,7.0,0,0,0,433922,0,0,0,0,0,0,0,457346,0,0,0,0,105078,2
6,7.2,0,0,0,433325,0,0,0,0,0,0,0,456996,0,0,0,0,105495,2
7,7.4,0,0,0,434656,0,0,0,0,0,0,0,455696,0,0,0,0,104755,2
8,7.6,0,0,0,435407,0,0,0,0,0,0,0,456343,0,0,0,0,105429,2
9,7.8,0,0,0,434712,0,0,0,0,0,0,0,456523,0,0,0,0,105415,2
10,8.0,0,0,0,433532,0,0,0,0,0,0,0,456192,0,0,0,0,105037,2
11,8.2,0,0,0,436774,0,0,0,0,0,0,0,456329,0,0,0,0,105805,2
12,8.4,0,0,0,435365,0,0,0,0,0,0,0,455493,0,0,0,0,105719,2
13,8.6,0,0,0,437017,0,0,0,0,0,0,0,457064,0,0,0,0,106470,2
14,8.8,0,0,0,437049,0,0,0,0,0,0,0,455652,0,0,0,0,105926,2
15,9.0,0,0,0,435342,0,0,0,0,0,0,0,453497,0,0,0,0,103744,2
16,9.2,0,0,0,433757,0,0,0,0,0,0,0,450964,0,0,0,0,98928,2
17,9.4,0,0,0,427342,0,0,0,0,0,0,0,443027,0,0,0,0,84897,2
18,9.5,0,0,0,424110,0,0,0,0,0,0,0,439921,0,0,0,0,76320,2
19,9.6,0,0,0,418910,0,0,0,0,0,0,0,433065,0,0,0,0,64943,2
20,9.7,0,0,0,413202,0,0,0,0,0,0,0,427878,0,0,0,0,53222,2
21,9.8,0,0,0,407262,0,0,0,0,0,0,0,421775,0,0,0,0,42830,2
22,9.9,0,0,0,404166,0,0,0,0,0,0,0,418825,0,0,0,0,36658,2
23,10.0,0,0,0,403107,0,0,0,0,0,0,0,419084,0,0,0,0,35121,2
24,10.1,0,0,0,405339,0,0,0,0,0,0,0,420494,0,0,0,0,39315,2
25,10.2,0,0,0,410098,0,0,0,0,0,0,0,425121,0,0,0,0,47529,2
26,10.3,0,0,0,417414,0,0,0,0,0,0,0,430722,0,0,0,0,59279,2
27,10.4,0,0,0,422512,0,0,0,0,0,0,0,437039,0,0,0,0,70475,2
28,10.6,0,0,0,432505,0,0,0,0,0,0,0,445328,0,0,0,0,90750,2
29,10.8,0,0,0,437103,0,0,0,0,0,0,0,451613,0,0,0,0,100659,2
30,11.0,0,0,0,440696,0,0,0,0,0,0,0,453076,0,0,0,0,104954,2
31,11.2,0,0,0,439843,0,0,0,0,0,0,0,453741,0,0,0,0,105551,2
32,11.4,0,0,0,439956,0,0,0,0,0,0,0,452865,0,0,0,0,105465,2
33,11.6,0,0,0,439890,0,0,0,0,0,0,0,450965,0,0,0,0,105424,2
34,11.8,0,0,0,440923,0,0,0,0,0,0,0,453633,0,0,0,0,106100,2
35,12.0,0,0,0,439634,0,0,0,0,0,0,0,451898,0,0,0,0,105241,2
36,12.2,0,0,0,439944,0,0,0,0,0,0,0,451583,0,0,0,0,105505,2
37,12.4,0,0,0,440706,0,0,0,0,0,0,0,451714,0,0,0,0,105054,2
38,12.6,0,0,0,441055,0,0,0,0,0,0,0,453481,0,0,0,0,105502,2
39,12.8,0,0,0,441819,0,0,0,0,0,0,0,451357,0,0,0,0,105428,2
40,13.0,0,0,0,441918,0,0,0,0,0,0,0,450987,0,0,0,0,105703,2
41,13.2,0,0,0,443014,0,0,0,0,0,0,0,451857,0,0,0,0,105472,2
42,13.4,0,0,0,442535,0,0,0,0,0,0,0,451345,0,0,0,0,105141,2
43,13.6,0,0,0,444433,0,0,0,0,0,0,0,452774,0,0,0,0,106154,2
44,13.8,0,0,0,441927,0,0,0,0,0,0,0,450786,0,0,0,0,105428,2
