,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,8.0,0,0,0,433362,0,0,0,0,0,0,0,453547,0,0,0,0,103312,2
1,8.4,0,0,0,433243,0,0,0,0,0,0,0,453058,0,0,0,0,103692,2
2,8.8,0,0,0,435306,0,0,0,0,0,0,0,453905,0,0,0,0,104725,2
3,9.2,0,0,0,429642,0,0,0,0,0,0,0,449092,0,0,0,0,95416,2
4,9.5,0,0,0,415535,0,0,0,0,0,0,0,431342,0,0,0,0,62158,2
5,9.6,0,0,0,408462,0,0,0,0,0,0,0,423347,0,0,0,0,45256,2
6,9.7,0,0,0,399534,0,0,0,0,0,0,0,411662,0,0,0,0,27798,2
7,9.8,0,0,0,393048,0,0,0,0,0,0,0,405894,0,0,0,0,13478,2
8,9.9,0,0,0,386582,0,0,0,0,0,0,0,401510,0,0,0,0,4917,2
9,10.0,0,0,0,387370,0,0,0,0,0,0,0,400181,0,0,0,0,4284,2
10,10.1,0,0,0,389935,0,0,0,0,0,0,0,403649,0,0,0,0,11463,2
11,10.2,0,0,0,396818,0,0,0,0,0,0,0,410046,0,0,0,0,24583,2
12,10.3,0,0,0,404606,0,0,0,0,0,0,0,418486,0,0,0,0,41645,2
13,10.4,0,0,0,414081,0,0,0,0,0,0,0,427652,0,0,0,0,58428,2
14,10.5,0,0,0,422402,0,0,0,0,0,0,0,436578,0,0,0,0,73745,2
15,10.8,0,0,0,434983,0,0,0,0,0,0,0,448583,0,0,0,0,98557,2
16,11.2,0,0,0,437982,0,0,0,0,0,0,0,450910,0,0,0,0,104050,2
17,11.6,0,0,0,438592,0,0,0,0,0,0,0,451007,0,0,0,0,103815,2
18,12.0,0,0,0,437453,0,0,0,0,0,0,0,451197,0,0,0,0,103975,2
