,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,6.0,0,0,0,374586,0,0,0,0,0,0,0,393419,0,0,0,0,83446,2
1,6.2,0,0,0,375259,0,0,0,0,0,0,0,394489,0,0,0,0,83249,2
2,6.4,0,0,0,375492,0,0,0,0,0,0,0,393100,0,0,0,0,83451,2
3,6.6,0,0,0,375399,0,0,0,0,0,0,0,393258,0,0,0,0,83717,2
4,6.8,0,0,0,376164,0,0,0,0,0,0,0,394295,0,0,0,0,83684,2
5,7.0,0,0,0,377816,0,0,0,0,0,0,0,392480,0,0,0,0,83463,2
6,7.2,0,0,0,378138,0,0,0,0,0,0,0,393999,0,0,0,0,84213,2
7,7.4,0,0,0,377333,0,0,0,0,0,0,0,393680,0,0,0,0,83676,2
8,7.6,0,0,0,377111,0,0,0,0,0,0,0,392687,0,0,0,0,84204,2
9,7.8,0,0,0,378050,0,0,0,0,0,0,0,392598,0,0,0,0,83935,2
10,8.0,0,0,0,378855,0,0,0,0,0,0,0,391848,0,0,0,0,84124,2
11,8.2,0,0,0,378293,0,0,0,0,0,0,0,392966,0,0,0,0,84517,2
12,8.4,0,0,0,378425,0,0,0,0,0,0,0,392601,0,0,0,0,84368,2
13,8.6,0,0,0,378264,0,0,0,0,0,0,0,392725,0,0,0,0,84731,2
14,8.8,0,0,0,379370,0,0,0,0,0,0,0,391239,0,0,0,0,83693,2
15,9.0,0,0,0,378121,0,0,0,0,0,0,0,390074,0,0,0,0,79295,2
16,9.2,0,0,0,373172,0,0,0,0,0,0,0,385002,0,0,0,0,70004,2
17,9.4,0,0,0,364107,0,0,0,0,0,0,0,375773,0,0,0,0,52257,2
18,9.5,0,0,0,358892,0,0,0,0,0,0,0,371033,0,0,0,0,41584,2
19,9.6,0,0,0,353528,0,0,0,0,0,0,0,364201,0,0,0,0,31009,2
20,9.7,0,0,0,350505,0,0,0,0,0,0,0,358163,0,0,0,0,21245,2
21,9.8,0,0,0,346515,0,0,0,0,0,0,0,355683,0,0,0,0,13532,2
22,9.9,0,0,0,343221,0,0,0,0,0,0,0,353167,0,0,0,0,9032,2
23,10.0,0,0,0,343505,0,0,0,0,0,0,0,352485,0,0,0,0,8667,2
24,10.1,0,0,0,344732,0,0,0,0,0,0,0,354358,0,0,0,0,12563,2
25,10.2,0,0,0,348774,0,0,0,0,0,0,0,357566,0,0,0,0,20220,2
26,10.3,0,0,0,354084,0,0,0,0,0,0,0,363581,0,0,0,0,30335,2
27,10.4,0,0,0,360259,0,0,0,0,0,0,0,369273,0,0,0,0,41828,2
28,10.5,0,0,0,366416,0,0,0,0,0,0,0,375350,0,0,0,0,53287,2
29,10.6,0,0,0,370933,0,0,0,0,0,0,0,379621,0,0,0,0,63487,2
30,10.8,0,0,0,378791,0,0,0,0,0,0,0,388765,0,0,0,0,78314,2
31,11.0,0,0,0,380192,0,0,0,0,0,0,0,390101,0,0,0,0,82808,2
32,11.2,0,0,0,382689,0,0,0,0,0,0,0,391298,0,0,0,0,84247,2
33,11.4,0,0,0,382480,0,0,0,0,0,0,0,391234,0,0,0,0,84441,2
34,11.6,0,0,0,382045,0,0,0,0,0,0,0,390394,0,0,0,0,84102,2
35,11.8,0,0,0,382869,0,0,0,0,0,0,0,390255,0,0,0,0,84492,2
36,12.0,0,0,0,382207,0,0,0,0,0,0,0,389633,0,0,0,0,84478,2
37,12.2,0,0,0,383516,0,0,0,0,0,0,0,390296,0,0,0,0,84344,2
38,12.4,0,0,0,383091,0,0,0,0,0,0,0,388863,0,0,0,0,84030,2
39,12.6,0,0,0,383667,0,0,0,0,0,0,0,390343,0,0,0,0,84290,2
40,12.8,0,0,0,382893,0,0,0,0,0,0,0,387713,0,0,0,0,83758,2
41,13.0,0,0,0,383478,0,0,0,0,0,0,0,389598,0,0,0,0,84270,2
42,13.2,0,0,0,384463,0,0,0,0,0,0,0,389166,0,0,0,0,84366,2
43,13.4,0,0,0,384538,0,0,0,0,0,0,0,388359,0,0,0,0,84594,2
44,13.6,0,0,0,385412,0,0,0,0,0,0,0,388450,0,0,0,0,84549,2
45,13.8,0,0,0,384018,0,0,0,0,0,0,0,387281,0,0,0,0,84154,2
46,14.0,0,0,0,385061,0,0,0,0,0,0,0,388942,0,0,0,0,84652,2
