,Measurement Basis,TT,TR,RT,RR
0,H,81445,17749,111334,16879
1,D,48566,57571,41805,71073
2,R,82495,17006,103387,23602
3,V,14510,96804,19081,87351
4,A,47135,58746,86048,35833
5,L,13642,98350,24422,85185
