angle,singles,coincidences
0.0,291,0
9.0,696,0
18.0,3143,1
27.0,6357,1
36.0,9705,4
45.0,11470,4
54.0,11092,1
63.0,8734,0
72.0,5225,0
81.0,1969,0
90.0,319,0
99.0,715,0
108.0,3216,0
117.0,6553,0
126.0,9775,6
135.0,11460,2
144.0,11012,1
153.0,8675,1
162.0,5282,1
171.0,2011,0
180.0,318,0
