Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,45647,103129,61911,87900,107558,191029
1,D,136939,10827,141859,26085,278798,36912
2,R,98423,50135,152413,18700,250836,68835
3,V,101064,47161,123552,40805,224616,87966
4,A,9889,140258,38693,109067,48582,249325
5,L,48475,101462,29337,115003,77812,216465
